F61,F77,F88,F70,
5,954,587,1702,
4,529,344,1277,
5,837,506,1585,
4,529,344,1277,
5,837,506,1585,
5,837,506,1585,
5,837,506,1585,
5,837,506,1585,
6,837,506,1585,
6,837,506,1585,
6,837,506,1585,
6,837,506,1585,
7,677,436,1425,
1,453,287,1201,
7,1041,659,1789,
7,1041,659,1789,
0,550,355,1298,
12,1229,702,1977,
7,765,460,1513,
7,765,460,1513,
1,105,49,853,
18,1229,702,1977,
18,1229,702,1977,
7,1229,702,1977,
5,1227,702,1975,
6,1227,702,1975,
6,1227,702,1975,
6,1227,702,1975,
6,1227,702,1975,
6,1227,702,1975,
6,1227,702,1975,
6,1227,702,1975,
6,1227,702,1975,
2,1227,702,1975,
2,1227,702,1975,
2,1227,702,1975,
2,1227,702,1975,
2,1227,702,1975,
7,1227,702,1975,
2,353,247,1101,
14,1229,702,1977,
10,1227,702,1975,
19,1229,702,1977,
19,1229,702,1977,
19,1229,702,1977,
19,1229,702,1977,
1,100,48,848,
16,714,443,1462,
4,1227,702,1975,
15,566,378,1314,
40,1229,702,1977,
20,750,453,1498,
40,1229,702,1977,
40,1229,702,1977,
20,750,453,1498,
40,1229,702,1977,
40,1229,702,1977,
40,1229,702,1977,
40,1229,702,1977,
40,1229,702,1977,
7,1229,702,1977,
41,1229,702,1977,
44,1227,702,1975,
8,566,378,1314,
44,1227,702,1975,
44,1227,702,1975,
10,1229,702,1977,
3,974,617,1722,
0,166,116,914,
2,409,263,1157,
18,1229,702,1977,
18,1229,702,1977,
18,1229,702,1977,
11,1229,702,1977,
11,1229,702,1977,
31,1229,702,1977,
31,1229,702,1977,
45,1186,688,1934,
45,1186,688,1934,
19,490,317,1238,
19,490,317,1238,
19,490,317,1238,
19,490,317,1238,
45,1186,688,1934,
45,1186,688,1934,
45,1186,688,1934,
45,1186,688,1934,
45,1186,688,1934,
45,1186,688,1934,
45,1186,688,1934,
7,171,120,919,
45,1186,688,1934,
7,171,120,919,
45,1186,688,1934,
7,171,120,919,
45,1186,688,1934,
7,171,120,919,
45,1186,688,1934,
7,171,120,919,
45,1186,688,1934,
7,171,120,919,
45,1186,688,1934,
45,1186,688,1934,
34,1012,653,1760,
45,1186,688,1934,
10,251,179,999,
34,1012,653,1760,
22,549,352,1297,
45,1186,688,1934,
0,16,10,764,
45,1186,688,1934,
45,1186,688,1934,
