F41,F40,F43,F42,F45,F44,F140,F47,F141,F46,F142,F49,F143,F48,F126,F127,F128,F129,F50,F52,F51,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F138,F139,
0,0.0,0,0,0,0,7867,10387,232874,0.0,177711,2205,0.05759653459519453,3934,4,68,0,72,16526,0.024279869226137122,6453,0,-64,0,0.031716381428413626,0,75,0,72,0,0,147,3,0.055978825707397845,201359,23648,
7,0.0,1,1,6,9,7867,10387,232874,0.024456521739130436,177711,2205,0.05759653459519453,3934,71,32,7,110,16526,0.024279869226137122,6453,0,39,0,0.1331849617785883,0,1513,0,113,11,0,1637,1400,0.09833595698805914,201359,23648,
7,0.0,1,1,6,9,7867,10387,232874,0.024456521739130436,177711,2205,0.05759653459519453,3934,71,32,7,110,16526,0.024279869226137122,6453,0,39,0,0.1331849617785883,0,1513,0,113,11,0,1637,1400,0.09833595698805914,201359,23648,
7,0.0,1,1,6,9,7867,10387,232874,0.024456521739130436,177711,2205,0.05759653459519453,3934,71,32,7,110,16526,0.024279869226137122,6453,0,39,0,0.1331849617785883,0,1513,0,113,11,0,1637,1400,0.09833595698805914,201359,23648,
7,0.0,1,1,6,9,7867,10387,232874,0.024456521739130436,177711,2205,0.05759653459519453,3934,71,32,7,110,16526,0.024279869226137122,6453,0,39,0,0.1331849617785883,0,1513,0,113,11,0,1637,1400,0.09833595698805914,201359,23648,
7,0.0,1,1,6,9,7867,10387,232874,0.024456521739130436,177711,2205,0.05759653459519453,3934,71,32,7,110,16526,0.024279869226137122,6453,0,39,0,0.1331849617785883,0,1513,0,113,11,0,1637,1400,0.09833595698805914,201359,23648,
7,0.0,1,1,6,9,7867,10387,232874,0.024456521739130436,177711,2205,0.05759653459519453,3934,60,5,0,65,16526,0.024279869226137122,6453,0,55,0,0.08844263410693431,0,1513,0,113,11,0,1637,1400,0.09833595698805914,201359,23648,
7,0.0,1,1,6,9,7867,10387,232874,0.024456521739130436,177711,2205,0.05759653459519453,3934,60,5,0,65,16526,0.024279869226137122,6453,0,55,0,0.08844263410693431,0,1513,0,113,11,0,1637,1400,0.09833595698805914,201359,23648,
7,0.0,1,1,6,9,7867,10387,232874,0.024456521739130436,177711,2205,0.05759653459519453,3934,886,55,1,942,16526,0.024279869226137122,6453,0,831,0,0.21719704171797194,0,1513,0,113,11,0,1637,1400,0.09833595698805914,201359,23648,
7,0.0,1,1,6,9,7867,10387,232874,0.024456521739130436,177711,2205,0.05759653459519453,3934,886,55,1,942,16526,0.024279869226137122,6453,0,831,0,0.21719704171797194,0,1513,0,113,11,0,1637,1400,0.09833595698805914,201359,23648,
7,0.0,1,1,6,9,7867,10387,232874,0.024456521739130436,177711,2205,0.05759653459519453,3934,886,55,1,942,16526,0.024279869226137122,6453,0,831,0,0.21719704171797194,0,1513,0,113,11,0,1637,1400,0.09833595698805914,201359,23648,
7,0.0,1,1,6,9,7867,10387,232874,0.024456521739130436,177711,2205,0.05759653459519453,3934,886,55,1,942,16526,0.024279869226137122,6453,0,831,0,0.21719704171797194,0,1513,0,113,11,0,1637,1400,0.09833595698805914,201359,23648,
7,0.1956521739130435,1,1,6,9,7867,10387,232874,0.024456521739130436,177711,2205,0.05759653459519453,3934,125,10,3,138,16526,0.024279869226137122,6453,1,115,7,0.09875968653633235,9,1513,1,113,11,6,1637,1400,0.09833595698805914,201359,23648,
38,0.0,0,8,30,46,7867,10387,232874,0.06814814814814815,177711,2205,0.05759653459519453,3934,6,5,0,11,16526,0.024279869226137122,6453,0,1,0,0.08953488372093023,0,488,0,136,1,0,625,352,0.14245609441456142,201359,23648,
38,0.0,0,8,30,46,7867,10387,232874,0.06814814814814815,177711,2205,0.05759653459519453,3934,6,5,0,11,16526,0.024279869226137122,6453,0,1,0,0.08953488372093023,0,488,0,136,1,0,625,352,0.14245609441456142,201359,23648,
38,0.0,0,8,30,46,7867,10387,232874,0.06814814814814815,177711,2205,0.05759653459519453,3934,6,5,0,11,16526,0.024279869226137122,6453,0,1,0,0.08953488372093023,0,488,0,136,1,0,625,352,0.14245609441456142,201359,23648,
0,0.0,0,0,0,0,7867,10387,232874,0.0,177711,2205,0.05759653459519453,3934,45,0,0,45,16526,0.024279869226137122,6453,0,45,0,0.2073732718894009,0,88,0,0,0,0,88,88,0.11274308076357156,201359,23648,
13,0.01904761904761905,0,7,6,20,7867,10387,232874,0.002852951315009584,177711,2205,0.05759653459519453,3934,212,18,0,230,16526,0.024279869226137122,6453,2,194,2,0.09255632352850403,4,997,0,48,47,0,1092,949,0.09356696128017816,201359,23648,
13,7.09891150023663E-4,0,7,6,20,7867,10387,232874,0.002852951315009584,177711,2205,0.05759653459519453,3934,519,16,47,582,16526,0.024279869226137122,6453,1,503,2,0.08444055932639424,3,997,0,48,47,1,1092,949,0.09356696128017816,201359,23648,
13,7.09891150023663E-4,0,7,6,20,7867,10387,232874,0.002852951315009584,177711,2205,0.05759653459519453,3934,519,16,47,582,16526,0.024279869226137122,6453,1,503,2,0.08444055932639424,3,997,0,48,47,1,1092,949,0.09356696128017816,201359,23648,
13,7.09891150023663E-4,0,7,6,20,7867,10387,232874,0.002852951315009584,177711,2205,0.05759653459519453,3934,519,16,47,582,16526,0.024279869226137122,6453,1,503,2,0.08444055932639424,3,997,0,48,47,1,1092,949,0.09356696128017816,201359,23648,
