0,,F72,
3,,F25,
5,,F62,
7,,F64,
9,,F34,
10,,F66,
11,,F69,
12,,F68,
13,,F101,
15,,F103,
17,,F105,
18,,F107,
19,,F108,
25,,F16-void,
53,,F3-getTaskExecutor().getExecutor(),
67,,F12-long,
131,,F13-private,
135,,F18-private,
140,,F14-final,
162,,F5-java.lang.Object,
199,,F15-public,
203,,F4-boolean,
253,,F94,
254,,F95,
255,,F21,
257,,F20,
258,,F23,
260,,F79,
263,,F113,
264,,F116,
267,,F119,
268,,F120,
269,,F110,
271,,F122,
272,,F123,
274,,F115,
276,,F77,
277,,F88,
278,,F70,
284,,F44,
288,,F128,
289,,F129,
293,,F131,
294,,F38,
295,,F132,
299,,F39,
300,,F135,
301,,F136,
311,,F71-macbean@apache.org,
313,,F71-vinoski@apache.org,
314,,F71-rgodfrey@apache.org,
316,,F71-kwall@apache.org,
319,,F71-rajith@apache.org,
325,,F73,
327,,F146,
328,,category,
original feature size,329
refined feature size,55
