F41,F40,F43,F42,F45,F44,F140,F47,F141,F46,F142,F49,F143,F48,F126,F127,F128,F129,F50,F52,F51,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F138,F139,
224,0.016530495914877447,23,529,-305,776,21625,18227,505254,0.0058610161909488576,175849,1007,0.07676628329532376,29034,424,217,67,708,48268,0.01658074355120093,-10807,40,207,40,0.017933627219465814,87,13419,7,2755,495,0,16669,10664,0.01970869618530272,329739,153890,
224,0.016530495914877447,23,529,-305,776,21625,18227,505254,0.0058610161909488576,175849,1007,0.07676628329532376,29034,424,217,67,708,48268,0.01658074355120093,-10807,40,207,40,0.017933627219465814,87,13419,7,2755,495,0,16669,10664,0.01970869618530272,329739,153890,
0,0.0,0,0,0,0,21625,18227,505254,0.0,175849,1007,0.07676628329532376,29034,148,89,9,246,48268,0.01658074355120093,-10807,0,59,0,0.11336639105511126,0,924,0,259,34,0,1217,665,0.030503478179281125,329739,153890,
0,0.0,0,0,0,0,21625,18227,505254,0.0,175849,1007,0.07676628329532376,29034,102,35,2,139,48268,0.01658074355120093,-10807,0,67,0,0.03321415154584327,0,296,0,85,5,0,386,211,0.023238340670113194,329739,153890,
0,0.0,0,0,0,0,21625,18227,505254,0.0,175849,1007,0.07676628329532376,29034,121,1,0,122,48268,0.01658074355120093,-10807,0,120,0,0.20714856145290347,0,924,0,259,34,0,1217,665,0.030503478179281125,329739,153890,
0,0.006844595525747623,0,5387,-5387,5387,21625,18227,505254,0.002558715509453086,175849,1007,0.07676628329532376,29034,0,149,149,298,48268,0.01658074355120093,-10807,149,-149,0,0.05173617584328886,149,967,0,5392,4640,-149,10999,-4425,0.008415432261936504,329739,153890,
0,0.006844595525747623,0,5387,-5387,5387,21625,18227,505254,0.002558715509453086,175849,1007,0.07676628329532376,29034,0,149,149,298,48268,0.01658074355120093,-10807,149,-149,0,0.05173617584328886,149,967,0,5392,4640,-149,10999,-4425,0.008415432261936504,329739,153890,
0,0.003721014657167491,0,5387,-5387,5387,21625,18227,505254,0.002558715509453086,175849,1007,0.07676628329532376,29034,0,82,82,164,48268,0.01658074355120093,-10807,82,-82,0,0.021811845528097125,82,967,0,5392,4640,-82,10999,-4425,0.008415432261936504,329739,153890,
0,0.0025761547500677937,0,5387,-5387,5387,21625,18227,505254,0.002558715509453086,175849,1007,0.07676628329532376,29034,0,57,57,114,48268,0.01658074355120093,-10807,57,-57,0,0.014102825576472746,57,967,0,5392,4640,-57,10999,-4425,0.008415432261936504,329739,153890,
0,0.0025761547500677937,0,5387,-5387,5387,21625,18227,505254,0.002558715509453086,175849,1007,0.07676628329532376,29034,0,57,57,114,48268,0.01658074355120093,-10807,57,-57,0,0.014102825576472746,57,967,0,5392,4640,-57,10999,-4425,0.008415432261936504,329739,153890,
