0,,F72,
3,,F25,
9,,F34,
13,,F101,
14,,F102,
17,,F105,
19,,F108,
42,,F3-Map<String String>,
44,,F3-Throwable,
45,,F3-Marker,
46,,F3-Message,
52,,F3-ContextStack,
53,,F3-StackTraceElement,
55,,F3-String,
56,,F3-long,
58,,F3-Level,
132,,F6-java.io.BufferedReader,
155,,F1-setValues,
165,,F5-java.lang.Object,
174,,F5-java.io.Reader,
268,,F21,
271,,F23,
272,,F22,
277,,F116,
278,,F117,
280,,F119,
287,,F115,
289,,F77,
290,,F88,
291,,F70,
298,,F46,
300,,F127,
306,,F131,
307,,F38,
309,,F37,
312,,F39,
315,,F137,
318,,F71-rpopma@unknown,
323,,F71-mattsicker@unknown,
329,,F71-ralph.goers@dslextreme.com,
333,,F73,
336,,category,
original feature size,337
refined feature size,41
