F61,F77,F88,F70,
16,4113,1702,8967,
16,4113,1702,8967,
6,3332,759,8186,
11,4113,1702,8967,
12,4113,1702,8967,
12,4113,1702,8967,
12,4113,1702,8967,
12,4113,1702,8967,
12,4113,1702,8967,
12,4113,1702,8967,
12,4113,1702,8967,
12,4113,1702,8967,
12,4113,1702,8967,
12,4113,1702,8967,
12,4113,1702,8967,
12,4113,1702,8967,
12,4113,1702,8967,
12,4113,1702,8967,
30,4113,1702,8967,
16,4113,1702,8967,
16,4113,1702,8967,
0,57,52,4911,
4,3332,759,8186,
9,4113,1702,8967,
4,3332,759,8186,
4,3332,759,8186,
0,1676,240,6530,
8,3280,728,8134,
8,3280,728,8134,
10,3297,739,8151,
10,3297,739,8151,
8,3280,728,8134,
10,3297,739,8151,
10,3297,739,8151,
10,3297,739,8151,
4,3280,728,8134,
17,3793,835,8647,
17,3793,835,8647,
17,3793,835,8647,
17,3793,835,8647,
17,3793,835,8647,
17,3793,835,8647,
17,3793,835,8647,
17,3793,835,8647,
17,3793,835,8647,
17,3793,835,8647,
17,3793,835,8647,
17,3793,835,8647,
17,3793,835,8647,
13,4016,1189,8870,
4,3332,759,8186,
4,3332,759,8186,
4,3318,758,8172,
5,1835,263,6689,
18,3332,759,8186,
32,4027,1198,8881,
32,4027,1198,8881,
41,4076,1462,8930,
1,1686,240,6540,
1,1686,240,6540,
1,1686,240,6540,
1,1686,240,6540,
17,4075,1432,8929,
17,4075,1432,8929,
7,3332,759,8186,
7,3332,759,8186,
7,3332,759,8186,
7,3332,759,8186,
7,3332,759,8186,
7,3332,759,8186,
7,3332,759,8186,
7,3332,759,8186,
7,3332,759,8186,
7,3332,759,8186,
7,3332,759,8186,
11,3363,771,8217,
11,3363,771,8217,
10,3332,759,8186,
10,3332,759,8186,
10,3332,759,8186,
10,3332,759,8186,
2,1510,233,6364,
10,3332,759,8186,
10,3332,759,8186,
10,3332,759,8186,
10,3332,759,8186,
14,3594,816,8448,
14,3594,816,8448,
42,4089,1679,8943,
23,3291,733,8145,
4,2345,362,7199,
10,3301,743,8155,
4,1594,235,6448,
4,1596,235,6450,
17,4114,1702,8968,
17,4114,1702,8968,
17,4114,1702,8968,
1,1590,235,6444,
4,1589,235,6443,
6,2312,349,7166,
6,2312,349,7166,
1,1529,233,6383,
13,3475,797,8329,
0,1520,233,6374,
2,1528,233,6382,
8,2350,363,7204,
8,2350,363,7204,
0,68,52,4922,
2,1521,233,6375,
2,1516,233,6370,
2,1516,233,6370,
11,2811,549,7665,
7,3281,728,8135,
7,3281,728,8135,
50,4114,1702,8968,
50,4114,1702,8968,
50,4114,1702,8968,
87,4114,1702,8968,
1,1516,233,6370,
0,1146,198,6000,
2,1516,233,6370,
30,3556,799,8410,
0,1516,233,6370,
9,2946,601,7800,
1,1518,233,6372,
0,1516,233,6370,
20,4075,1432,8929,
20,4075,1432,8929,
20,4075,1432,8929,
20,4075,1432,8929,
0,1493,233,6347,
0,1517,233,6371,
5,3332,759,8186,
7,3919,978,8773,
8,3920,984,8774,
2,1004,164,5858,
2,1004,164,5858,
19,4113,1702,8967,
0,1492,233,6346,
0,1492,233,6346,
16,2357,369,7211,
16,3918,978,8772,
38,3075,620,7929,
38,3075,620,7929,
38,3075,620,7929,
38,3075,620,7929,
38,3075,620,7929,
11,3075,620,7929,
39,3332,759,8186,
17,3332,759,8186,
18,3368,777,8222,
48,4010,1180,8864,
22,4010,1180,8864,
22,4010,1180,8864,
14,3294,739,8148,
22,4010,1180,8864,
14,3294,739,8148,
17,4010,1180,8864,
41,4075,1432,8929,
18,3332,759,8186,
16,3090,622,7944,
18,3332,759,8186,
16,3090,622,7944,
30,4075,1432,8929,
31,4075,1432,8929,
0,1485,232,6339,
0,1485,232,6339,
5,545,116,5399,
4,540,114,5394,
5,545,116,5399,
5,539,114,5393,
5,539,114,5393,
2,539,114,5393,
2,539,114,5393,
2,539,114,5393,
2,539,114,5393,
8,545,116,5399,
8,545,116,5399,
8,545,116,5399,
8,545,116,5399,
1,531,113,5385,
1,531,113,5385,
1,531,113,5385,
3,1163,198,6017,
6,2214,334,7068,
4,1752,249,6606,
16,2685,533,7539,
8,2017,288,6871,
1,389,106,5243,
8,2685,533,7539,
8,2685,533,7539,
8,2685,533,7539,
8,2685,533,7539,
7,2685,533,7539,
5,2214,334,7068,
45,4075,1432,8929,
14,2685,533,7539,
3,1752,249,6606,
14,2685,533,7539,
6,2685,533,7539,
6,2685,533,7539,
6,2685,533,7539,
6,2685,533,7539,
6,2685,533,7539,
6,2685,533,7539,
6,2685,533,7539,
3,1492,233,6346,
0,1492,233,6346,
24,3332,759,8186,
34,4058,1319,8912,
34,4058,1319,8912,
34,4058,1319,8912,
34,4058,1319,8912,
34,4058,1319,8912,
24,3332,759,8186,
34,4058,1319,8912,
11,2476,491,7330,
