F72,F54,F53,F55,F25,F26,
8967,org/apache/log4j,apache,org/apache/log4j/BasicConfigurationFactory.java,1702,true,
8967,org/apache/log4j,apache,org/apache/log4j/BasicConfigurationFactory.java,1702,true,
8794,org/apache/log4j,apache,org/apache/log4j/Level.java,1067,true,
8794,org/apache/log4j,apache,org/apache/log4j/Level.java,1067,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,759,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,759,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,759,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,759,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,759,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,759,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,759,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,759,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,759,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,759,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,759,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,759,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,759,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,759,true,
8186,org/apache/log4j,apache,org/apache/log4j/LoggerTest.java,759,true,
7392,org/apache/log4j,apache,org/apache/log4j/Priority.java,501,true,
7392,org/apache/log4j,apache,org/apache/log4j/Priority.java,501,true,
7383,org/apache/log4j,apache,org/apache/log4j/VelocityTest.java,500,true,
8967,org/apache/log4j/util,apache,org/apache/log4j/util/SerializationTestHelper.java,1702,true,
8967,org/apache/log4j/util,apache,org/apache/log4j/util/SerializationTestHelper.java,1702,true,
8967,org/apache/log4j/util,apache,org/apache/log4j/util/SerializationTestHelper.java,1702,true,
8967,org/apache/log4j/util,apache,org/apache/log4j/util/SerializationTestHelper.java,1702,true,
6531,org/apache/log4j/util,apache,org/apache/log4j/util/StringsTest.java,240,true,
8151,org/apache/logging/dumbster/smtp,apache,org/apache/logging/dumbster/smtp/SimpleSmtpServer.java,739,true,
8151,org/apache/logging/dumbster/smtp,apache,org/apache/logging/dumbster/smtp/SimpleSmtpServer.java,739,true,
8151,org/apache/logging/dumbster/smtp,apache,org/apache/logging/dumbster/smtp/SimpleSmtpServer.java,739,true,
8151,org/apache/logging/dumbster/smtp,apache,org/apache/logging/dumbster/smtp/SimpleSmtpServer.java,739,true,
8151,org/apache/logging/dumbster/smtp,apache,org/apache/logging/dumbster/smtp/SimpleSmtpServer.java,739,true,
8151,org/apache/logging/dumbster/smtp,apache,org/apache/logging/dumbster/smtp/SimpleSmtpServer.java,739,true,
8151,org/apache/logging/dumbster/smtp,apache,org/apache/logging/dumbster/smtp/SimpleSmtpServer.java,739,true,
8151,org/apache/logging/dumbster/smtp,apache,org/apache/logging/dumbster/smtp/SimpleSmtpServer.java,739,true,
7397,org/apache/logging/dumbster/smtp,apache,org/apache/logging/dumbster/smtp/SmtpRequest.java,501,true,
8647,org/apache/logging/log4j,apache,org/apache/logging/log4j/AbstractLoggerTest.java,835,true,
8647,org/apache/logging/log4j,apache,org/apache/logging/log4j/AbstractLoggerTest.java,835,true,
8647,org/apache/logging/log4j,apache,org/apache/logging/log4j/AbstractLoggerTest.java,835,true,
8647,org/apache/logging/log4j,apache,org/apache/logging/log4j/AbstractLoggerTest.java,835,true,
8647,org/apache/logging/log4j,apache,org/apache/logging/log4j/AbstractLoggerTest.java,835,true,
8647,org/apache/logging/log4j,apache,org/apache/logging/log4j/AbstractLoggerTest.java,835,true,
8647,org/apache/logging/log4j,apache,org/apache/logging/log4j/AbstractLoggerTest.java,835,true,
8647,org/apache/logging/log4j,apache,org/apache/logging/log4j/AbstractLoggerTest.java,835,true,
8647,org/apache/logging/log4j,apache,org/apache/logging/log4j/AbstractLoggerTest.java,835,true,
8647,org/apache/logging/log4j,apache,org/apache/logging/log4j/AbstractLoggerTest.java,835,true,
8647,org/apache/logging/log4j,apache,org/apache/logging/log4j/AbstractLoggerTest.java,835,true,
8647,org/apache/logging/log4j,apache,org/apache/logging/log4j/AbstractLoggerTest.java,835,true,
8647,org/apache/logging/log4j,apache,org/apache/logging/log4j/AbstractLoggerTest.java,835,true,
8776,org/apache/logging/log4j,apache,org/apache/logging/log4j/EventLoggerTest.java,984,true,
7397,org/apache/logging/log4j,apache,org/apache/logging/log4j/FilterPerformanceComparison.java,501,true,
7397,org/apache/logging/log4j,apache,org/apache/logging/log4j/FilterPerformanceComparison.java,501,true,
8172,org/apache/logging/log4j,apache,org/apache/logging/log4j/FormatterLoggerManualExample.java,758,true,
8968,org/apache/logging/log4j,apache,org/apache/logging/log4j/Level.java,1702,true,
8968,org/apache/logging/log4j,apache,org/apache/logging/log4j/LoggerTest.java,1702,true,
8968,org/apache/logging/log4j,apache,org/apache/logging/log4j/LoggerTest.java,1702,true,
8968,org/apache/logging/log4j,apache,org/apache/logging/log4j/LoggerTest.java,1702,true,
8930,org/apache/logging/log4j,apache,org/apache/logging/log4j/MarkerManager.java,1462,true,
6540,org/apache/logging/log4j,apache,org/apache/logging/log4j/MarkerMixInTest.java,240,true,
6540,org/apache/logging/log4j,apache,org/apache/logging/log4j/MarkerMixInTest.java,240,true,
6540,org/apache/logging/log4j,apache,org/apache/logging/log4j/MarkerMixInTest.java,240,true,
6540,org/apache/logging/log4j,apache,org/apache/logging/log4j/MarkerMixInTest.java,240,true,
8929,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceComparison.java,1432,true,
8929,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceComparison.java,1432,true,
8929,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceComparison.java,1432,true,
8929,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceComparison.java,1432,true,
8929,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceComparison.java,1432,true,
8929,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceComparison.java,1432,true,
8929,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceComparison.java,1432,true,
8929,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceComparison.java,1432,true,
8929,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceComparison.java,1432,true,
8929,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceComparison.java,1432,true,
8929,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceComparison.java,1432,true,
8929,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceComparison.java,1432,true,
8929,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceComparison.java,1432,true,
8217,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceRun.java,771,true,
8217,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceRun.java,771,true,
8217,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceRun.java,771,true,
8217,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceRun.java,771,true,
8217,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceRun.java,771,true,
8217,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceRun.java,771,true,
8217,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceRun.java,771,true,
8217,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceRun.java,771,true,
8217,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceRun.java,771,true,
8217,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceRun.java,771,true,
8217,org/apache/logging/log4j,apache,org/apache/logging/log4j/PerformanceRun.java,771,true,
7398,org/apache/logging/log4j,apache,org/apache/logging/log4j/TestLogger.java,501,true,
7398,org/apache/logging/log4j,apache,org/apache/logging/log4j/TestLogger.java,501,true,
8794,org/apache/logging/log4j,apache,org/apache/logging/log4j/ThreadContext.java,1067,true,
8794,org/apache/logging/log4j,apache,org/apache/logging/log4j/ThreadContext.java,1067,true,
7199,org/apache/logging/log4j,apache,org/apache/logging/log4j/ThreadContextInheritanceTest.java,362,true,
8424,org/apache/logging/log4j,apache,org/apache/logging/log4j/ThreadContextTest.java,802,true,
7224,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/AppenderRefLevelJsonTest.java,377,true,
8772,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/AppenderRefLevelTest.java,978,true,
7397,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/BasicConfigurationFactory.java,501,true,
7397,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/BasicConfigurationFactory.java,501,true,
7397,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/BasicConfigurationFactory.java,501,true,
7397,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/CollectionLoggingTest.java,501,true,
7166,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/ExtendedLevelTest.java,349,true,
7166,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/ExtendedLevelTest.java,349,true,
7166,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/ExtendedLevelTest.java,349,true,
7397,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/FileConfigTest.java,501,true,
7397,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/FileConfigTest.java,501,true,
7397,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/FileConfigTest.java,501,true,
7204,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/HostNameTest.java,363,true,
7204,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/HostNameTest.java,363,true,
7204,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/HostNameTest.java,363,true,
7366,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/LateConfigTest.java,494,true,
6965,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/LevelTest.java,292,true,
7772,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/LogEventFactoryTest.java,589,true,
7772,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/LogEventFactoryTest.java,589,true,
7772,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/LogEventFactoryTest.java,589,true,
7397,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/LogEventTest.java,501,true,
7397,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/LogEventTest.java,501,true,
8776,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/Logger.java,984,true,
8776,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/Logger.java,984,true,
8776,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/Logger.java,984,true,
7397,org/apache/logging/log4j/core,apache,org/apache/logging/log4j/core/LoggerContext.java,501,true,
