F83,F71-rhs@apache.org,F71-astitcher@apache.org,F71-aidan@apache.org,F71-orudyy@apache.org,F71-gsim@apache.org,F71-rupertlssmith@apache.org,F71-arnaudsimon@apache.org,F71-macbean@apache.org,F71-rgreig@apache.org,F71-vinoski@apache.org,F71-rgodfrey@apache.org,F71-philharveyonline@apache.org,F71-kwall@apache.org,F71-marnie@apache.org,F71-kpvdr@apache.org,F71-rajith@apache.org,F71-wprice@apache.org,F71-ritchiem@apache.org,F71-robbie@apache.org,F71-grkvlt@apache.org,F74,F85,F73,F84,F146,F147,
371,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2612,1,7773,371,2612,2244,
371,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2612,1,7773,371,2612,2244,
371,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2612,1,7773,371,2612,2244,
371,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2612,1,7773,371,2612,2244,
371,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2612,1,7773,371,2612,2244,
371,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2612,1,7773,371,2612,2244,
371,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2612,1,7773,371,2612,2244,
371,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2612,1,7773,371,2612,2244,
371,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2612,1,7773,371,2612,2244,
371,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,2612,1,7773,371,2612,2244,
149,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2390,1,7773,144,2385,2244,
149,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2390,1,7773,144,2385,2244,
149,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,2390,1,7773,149,2390,2244,
372,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,2613,1,7773,145,2386,2244,
1016,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3257,1,7773,149,2390,2244,
444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2685,1,7773,154,2395,2244,
868,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3109,1,7773,758,2999,2244,
