F61,F77,F88,F70,
23,4853,2815,7096,
13,2939,1842,5182,
22,4848,2813,7091,
22,4848,2813,7091,
10,2936,1842,5179,
23,4853,2815,7096,
23,4853,2815,7096,
23,4853,2815,7096,
23,4853,2815,7096,
23,4853,2815,7096,
1,953,459,3196,
1,953,459,3196,
8,3837,2248,6080,
19,5530,3026,7773,
4,3836,2247,6079,
0,442,163,2685,
1,1708,1002,3951,
1,1708,1002,3951,
13,1708,1002,3951,
13,1708,1002,3951,
13,1708,1002,3951,
11,1708,1002,3951,
6,967,462,3210,
11,1708,1002,3951,
11,1708,1002,3951,
11,1708,1002,3951,
0,818,339,3061,
1,1708,1002,3951,
4,851,357,3094,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
2,1708,1002,3951,
2,1708,1002,3951,
0,1708,1002,3951,
0,1708,1002,3951,
0,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
0,1708,1002,3951,
0,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
2,1708,1002,3951,
2,1708,1002,3951,
1,1708,1002,3951,
4,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
8,1708,1002,3951,
7,1393,806,3636,
7,1393,806,3636,
8,1708,1002,3951,
8,1708,1002,3951,
8,1708,1002,3951,
8,1708,1002,3951,
5,1708,1002,3951,
5,1708,1002,3951,
5,1708,1002,3951,
5,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
4,1708,1002,3951,
0,338,141,2581,
5,839,353,3082,
5,839,353,3082,
5,839,353,3082,
5,839,353,3082,
5,839,353,3082,
5,839,353,3082,
7,843,353,3086,
24,1708,1002,3951,
24,1708,1002,3951,
23,1398,814,3641,
2,1708,1002,3951,
2,1708,1002,3951,
2,1708,1002,3951,
2,1708,1002,3951,
2,1708,1002,3951,
2,1708,1002,3951,
2,1708,1002,3951,
2,1708,1002,3951,
17,1708,1002,3951,
0,214,111,2457,
0,214,111,2457,
8,1708,1002,3951,
8,1708,1002,3951,
8,1708,1002,3951,
8,1708,1002,3951,
8,1708,1002,3951,
8,1708,1002,3951,
8,1708,1002,3951,
8,1708,1002,3951,
8,1708,1002,3951,
8,1708,1002,3951,
8,1708,1002,3951,
8,1708,1002,3951,
8,1708,1002,3951,
8,1708,1002,3951,
12,1129,597,3372,
2,1708,1002,3951,
2,1708,1002,3951,
2,1708,1002,3951,
2,1708,1002,3951,
2,1708,1002,3951,
2,1708,1002,3951,
3,1708,1002,3951,
1,1128,597,3371,
3,1708,1002,3951,
0,229,117,2472,
0,229,117,2472,
0,229,117,2472,
0,229,117,2472,
0,229,117,2472,
0,229,117,2472,
0,229,117,2472,
0,229,117,2472,
0,229,117,2472,
0,229,117,2472,
0,229,117,2472,
0,229,117,2472,
0,229,117,2472,
0,229,117,2472,
0,229,117,2472,
0,229,117,2472,
0,229,117,2472,
0,229,117,2472,
0,229,117,2472,
0,229,117,2472,
3,1708,1002,3951,
3,1708,1002,3951,
3,1708,1002,3951,
3,1708,1002,3951,
0,1708,1002,3951,
22,1252,655,3495,
25,1708,1002,3951,
25,1708,1002,3951,
8,675,265,2918,
22,1252,655,3495,
25,1708,1002,3951,
11,788,317,3031,
25,1708,1002,3951,
25,1708,1002,3951,
25,1708,1002,3951,
25,1708,1002,3951,
22,1252,655,3495,
25,1708,1002,3951,
25,1708,1002,3951,
25,1708,1002,3951,
25,1708,1002,3951,
25,1708,1002,3951,
25,1708,1002,3951,
21,1204,634,3447,
4,451,164,2694,
25,1708,1002,3951,
6,1708,1002,3951,
6,1708,1002,3951,
7,1708,1002,3951,
7,1708,1002,3951,
5,1389,804,3632,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
2,1708,1002,3951,
1,1708,1002,3951,
10,1708,1002,3951,
10,1708,1002,3951,
10,1708,1002,3951,
10,1708,1002,3951,
1,1708,1002,3951,
2,1708,1002,3951,
2,1708,1002,3951,
2,1708,1002,3951,
2,1708,1002,3951,
2,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
0,1708,1002,3951,
0,1708,1002,3951,
0,1708,1002,3951,
0,1708,1002,3951,
0,1708,1002,3951,
0,1708,1002,3951,
0,1708,1002,3951,
0,1708,1002,3951,
0,1708,1002,3951,
0,1708,1002,3951,
2,1708,1002,3951,
2,1708,1002,3951,
2,1708,1002,3951,
2,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
1,1708,1002,3951,
0,1708,1002,3951,
0,1708,1002,3951,
0,1708,1002,3951,
