F41,F40,F43,F42,F45,F44,F140,F47,F141,F46,F142,F49,F143,F48,F126,F127,F128,F129,F50,F52,F51,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F138,F139,
0,0.0,0,0,0,0,27659,15247,493074,0.0,202495,661,0.07605298110153731,3456,1180,1782,45,3007,19364,0.015568570559396802,11791,0,-602,0,0.23019188620672695,0,1180,0,1782,45,0,3007,-602,0.23019188620672695,333955,131460,
0,0.0,0,0,0,0,27659,15247,493074,0.0,202495,661,0.07605298110153731,3456,1180,1782,45,3007,19364,0.015568570559396802,11791,0,-602,0,0.23019188620672695,0,1180,0,1782,45,0,3007,-602,0.23019188620672695,333955,131460,
0,0.0,0,0,0,0,27659,15247,493074,0.0,202495,661,0.07605298110153731,3456,1180,1782,45,3007,19364,0.015568570559396802,11791,0,-602,0,0.23019188620672695,0,1180,0,1782,45,0,3007,-602,0.23019188620672695,333955,131460,
0,0.0,0,0,0,0,27659,15247,493074,0.0,202495,661,0.07605298110153731,3456,1180,1782,45,3007,19364,0.015568570559396802,11791,0,-602,0,0.23019188620672695,0,1180,0,1782,45,0,3007,-602,0.23019188620672695,333955,131460,
0,0.0,0,0,0,0,27659,15247,493074,0.0,202495,661,0.07605298110153731,3456,1180,1782,45,3007,19364,0.015568570559396802,11791,0,-602,0,0.23019188620672695,0,1180,0,1782,45,0,3007,-602,0.23019188620672695,333955,131460,
0,0.0,0,0,0,0,27659,15247,493074,0.0,202495,661,0.07605298110153731,3456,1180,1782,45,3007,19364,0.015568570559396802,11791,0,-602,0,0.23019188620672695,0,1180,0,1782,45,0,3007,-602,0.23019188620672695,333955,131460,
0,0.0,0,0,0,0,27659,15247,493074,0.0,202495,661,0.07605298110153731,3456,1180,1782,45,3007,19364,0.015568570559396802,11791,0,-602,0,0.23019188620672695,0,1180,0,1782,45,0,3007,-602,0.23019188620672695,333955,131460,
0,0.0,0,0,0,0,27659,15247,493074,0.0,202495,661,0.07605298110153731,3456,1180,1782,45,3007,19364,0.015568570559396802,11791,0,-602,0,0.23019188620672695,0,1180,0,1782,45,0,3007,-602,0.23019188620672695,333955,131460,
0,0.0,0,0,0,0,27659,15247,493074,0.0,202495,661,0.07605298110153731,3456,1180,1782,45,3007,19364,0.015568570559396802,11791,0,-602,0,0.23019188620672695,0,1180,0,1782,45,0,3007,-602,0.23019188620672695,333955,131460,
0,0.0,0,0,0,0,27659,15247,493074,0.0,202495,661,0.07605298110153731,3456,1180,1782,45,3007,19364,0.015568570559396802,11791,0,-602,0,0.23019188620672695,0,1180,0,1782,45,0,3007,-602,0.23019188620672695,333955,131460,
5048,0.01933675852405418,178,525,4523,5751,27659,15247,493074,0.0074781424093565245,202495,661,0.07605298110153731,3456,384,177,60,621,19364,0.015568570559396802,11791,177,207,384,0.01933675852405418,621,14619,60,2765,1030,207,18414,11854,0.021044933619646582,333955,131460,
5048,0.01933675852405418,178,525,4523,5751,27659,15247,493074,0.0074781424093565245,202495,661,0.07605298110153731,3456,384,177,60,621,19364,0.015568570559396802,11791,177,207,384,0.01933675852405418,621,14619,60,2765,1030,207,18414,11854,0.021044933619646582,333955,131460,
