F41,F40,F43,F42,F45,F44,F140,F47,F141,F46,F142,F49,F143,F48,F126,F127,F128,F129,F50,F52,F51,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F138,F139,
7,0.2857142857142857,0,7,0,14,25288,16151,519238,0.2857142857142857,239228,823,0.06976093468445618,46184,1180,1782,45,3007,63158,0.02585533850322584,-30033,7,-602,7,0.23019188620672695,14,1180,0,1782,45,0,3007,-602,0.23019188620672695,366589,127361,
7,0.2857142857142857,0,7,0,14,25288,16151,519238,0.2857142857142857,239228,823,0.06976093468445618,46184,1180,1782,45,3007,63158,0.02585533850322584,-30033,7,-602,7,0.23019188620672695,14,1180,0,1782,45,0,3007,-602,0.23019188620672695,366589,127361,
7,0.2857142857142857,0,7,0,14,25288,16151,519238,0.2857142857142857,239228,823,0.06976093468445618,46184,1180,1782,45,3007,63158,0.02585533850322584,-30033,7,-602,7,0.23019188620672695,14,1180,0,1782,45,0,3007,-602,0.23019188620672695,366589,127361,
7,0.2857142857142857,0,7,0,14,25288,16151,519238,0.2857142857142857,239228,823,0.06976093468445618,46184,1180,1782,45,3007,63158,0.02585533850322584,-30033,7,-602,7,0.23019188620672695,14,1180,0,1782,45,0,3007,-602,0.23019188620672695,366589,127361,
7,0.2857142857142857,0,7,0,14,25288,16151,519238,0.2857142857142857,239228,823,0.06976093468445618,46184,1180,1782,45,3007,63158,0.02585533850322584,-30033,7,-602,7,0.23019188620672695,14,1180,0,1782,45,0,3007,-602,0.23019188620672695,366589,127361,
7,0.2857142857142857,0,7,0,14,25288,16151,519238,0.2857142857142857,239228,823,0.06976093468445618,46184,1180,1782,45,3007,63158,0.02585533850322584,-30033,7,-602,7,0.23019188620672695,14,1180,0,1782,45,0,3007,-602,0.23019188620672695,366589,127361,
7,0.2857142857142857,0,7,0,14,25288,16151,519238,0.2857142857142857,239228,823,0.06976093468445618,46184,1180,1782,45,3007,63158,0.02585533850322584,-30033,7,-602,7,0.23019188620672695,14,1180,0,1782,45,0,3007,-602,0.23019188620672695,366589,127361,
7,0.2857142857142857,0,7,0,14,25288,16151,519238,0.2857142857142857,239228,823,0.06976093468445618,46184,1180,1782,45,3007,63158,0.02585533850322584,-30033,7,-602,7,0.23019188620672695,14,1180,0,1782,45,0,3007,-602,0.23019188620672695,366589,127361,
7,0.2857142857142857,0,7,0,14,25288,16151,519238,0.2857142857142857,239228,823,0.06976093468445618,46184,1180,1782,45,3007,63158,0.02585533850322584,-30033,7,-602,7,0.23019188620672695,14,1180,0,1782,45,0,3007,-602,0.23019188620672695,366589,127361,
7,0.2857142857142857,0,7,0,14,25288,16151,519238,0.2857142857142857,239228,823,0.06976093468445618,46184,1180,1782,45,3007,63158,0.02585533850322584,-30033,7,-602,7,0.23019188620672695,14,1180,0,1782,45,0,3007,-602,0.23019188620672695,366589,127361,
8,0.05485232067510549,1,88,-80,97,25288,16151,519238,0.02803633498550295,239228,823,0.06976093468445618,46184,213,43,8,264,63158,0.02585533850322584,-30033,10,170,2,0.02957025221319546,13,971,1,179,28,-8,1178,792,0.02911188683451146,366589,127361,
15,0.09090909090909091,0,47,-32,62,25288,16151,519238,0.033751051685834296,239228,823,0.06976093468445618,46184,102,35,2,139,63158,0.02585533850322584,-30033,10,67,4,0.03321415154584327,14,331,0,96,58,-6,485,235,0.01708683138653023,366589,127361,
8,0.0,1,88,-80,97,25288,16151,519238,0.02803633498550295,239228,823,0.06976093468445618,46184,121,1,0,122,63158,0.02585533850322584,-30033,0,120,0,0.27619808193720463,0,971,0,179,28,0,1178,792,0.02911188683451146,366589,127361,
33,0.0975609756097561,2,9,24,44,25288,16151,519238,0.030422622645774746,239228,823,0.06976093468445618,46184,65,199,388,652,63158,0.02585533850322584,-30033,5,-134,18,0.2121697540782075,24,910,1,259,1301,13,2470,651,0.11532355691996297,366589,127361,
0,0.0,0,0,0,0,25288,16151,519238,0.0,239228,823,0.06976093468445618,46184,7,0,1,8,63158,0.02585533850322584,-30033,0,7,0,0.009569377990430622,0,1140,0,8,1,0,1149,1132,0.009613015301175344,366589,127361,
0,0.0,0,0,0,0,25288,16151,519238,0.0,239228,823,0.06976093468445618,46184,7,0,1,8,63158,0.02585533850322584,-30033,0,7,0,0.009569377990430622,0,1140,0,8,1,0,1149,1132,0.009613015301175344,366589,127361,
33,0.17307692307692307,2,9,24,44,25288,16151,519238,0.030422622645774746,239228,823,0.06976093468445618,46184,51,6,497,554,63158,0.02585533850322584,-30033,2,45,7,0.1281915396771497,9,910,0,259,1301,5,2470,651,0.11532355691996297,366589,127361,
33,0.17307692307692307,2,9,24,44,25288,16151,519238,0.030422622645774746,239228,823,0.06976093468445618,46184,51,6,497,554,63158,0.02585533850322584,-30033,2,45,7,0.1281915396771497,9,910,0,259,1301,5,2470,651,0.11532355691996297,366589,127361,
33,0.17307692307692307,2,9,24,44,25288,16151,519238,0.030422622645774746,239228,823,0.06976093468445618,46184,51,6,497,554,63158,0.02585533850322584,-30033,2,45,7,0.1281915396771497,9,910,0,259,1301,5,2470,651,0.11532355691996297,366589,127361,
33,0.16666666666666666,2,9,24,44,25288,16151,519238,0.030422622645774746,239228,823,0.06976093468445618,46184,70,30,4,104,63158,0.02585533850322584,-30033,1,40,4,0.204223495180942,6,910,1,259,1301,3,2470,651,0.11532355691996297,366589,127361,
33,0.16666666666666666,2,9,24,44,25288,16151,519238,0.030422622645774746,239228,823,0.06976093468445618,46184,70,30,4,104,63158,0.02585533850322584,-30033,1,40,4,0.204223495180942,6,910,1,259,1301,3,2470,651,0.11532355691996297,366589,127361,
33,0.16666666666666666,2,9,24,44,25288,16151,519238,0.030422622645774746,239228,823,0.06976093468445618,46184,70,30,4,104,63158,0.02585533850322584,-30033,1,40,4,0.204223495180942,6,910,1,259,1301,3,2470,651,0.11532355691996297,366589,127361,
33,0.16666666666666666,2,9,24,44,25288,16151,519238,0.030422622645774746,239228,823,0.06976093468445618,46184,70,30,4,104,63158,0.02585533850322584,-30033,1,40,4,0.204223495180942,6,910,1,259,1301,3,2470,651,0.11532355691996297,366589,127361,
33,0.16666666666666666,2,9,24,44,25288,16151,519238,0.030422622645774746,239228,823,0.06976093468445618,46184,70,30,4,104,63158,0.02585533850322584,-30033,1,40,4,0.204223495180942,6,910,1,259,1301,3,2470,651,0.11532355691996297,366589,127361,
33,0.0,2,9,24,44,25288,16151,519238,0.030422622645774746,239228,823,0.06976093468445618,46184,34,12,9,55,63158,0.02585533850322584,-30033,0,22,0,0.17405063291139242,0,910,0,259,1301,0,2470,651,0.11532355691996297,366589,127361,
33,0.0,2,9,24,44,25288,16151,519238,0.030422622645774746,239228,823,0.06976093468445618,46184,34,12,9,55,63158,0.02585533850322584,-30033,0,22,0,0.17405063291139242,0,910,0,259,1301,0,2470,651,0.11532355691996297,366589,127361,
15,0.12418300653594772,0,4,11,19,25288,16151,519238,0.06209150326797386,239228,823,0.06976093468445618,46184,244,4,0,248,63158,0.02585533850322584,-30033,4,240,15,0.19663909433730406,19,273,0,4,0,11,277,269,0.11444857942671655,366589,127361,
1,0.0,0,1,0,2,25288,16151,519238,6.49772579597141E-4,239228,823,0.06976093468445618,46184,0,0,149,149,63158,0.02585533850322584,-30033,0,0,0,0.0966277561608301,0,1464,0,45,4194,0,5703,1419,0.016553156262268533,366589,127361,
1,0.0,0,1,0,2,25288,16151,519238,6.49772579597141E-4,239228,823,0.06976093468445618,46184,0,0,149,149,63158,0.02585533850322584,-30033,0,0,0,0.0966277561608301,0,1464,0,45,4194,0,5703,1419,0.016553156262268533,366589,127361,
1,0.0,0,1,0,2,25288,16151,519238,6.49772579597141E-4,239228,823,0.06976093468445618,46184,0,0,82,82,63158,0.02585533850322584,-30033,0,0,0,0.03990267639902676,0,1464,0,45,4194,0,5703,1419,0.016553156262268533,366589,127361,
1,0.0,0,1,0,2,25288,16151,519238,6.49772579597141E-4,239228,823,0.06976093468445618,46184,0,0,57,57,63158,0.02585533850322584,-30033,0,0,0,0.025629496402877698,0,1464,0,45,4194,0,5703,1419,0.016553156262268533,366589,127361,
1,0.0,0,1,0,2,25288,16151,519238,6.49772579597141E-4,239228,823,0.06976093468445618,46184,0,0,57,57,63158,0.02585533850322584,-30033,0,0,0,0.025629496402877698,0,1464,0,45,4194,0,5703,1419,0.016553156262268533,366589,127361,
1,0.0,0,1,0,2,25288,16151,519238,6.49772579597141E-4,239228,823,0.06976093468445618,46184,0,0,54,54,63158,0.02585533850322584,-30033,0,0,0,0.01906106600776562,0,1464,0,45,4194,0,5703,1419,0.016553156262268533,366589,127361,
1,0.0,0,1,0,2,25288,16151,519238,6.49772579597141E-4,239228,823,0.06976093468445618,46184,0,0,71,71,63158,0.02585533850322584,-30033,0,0,0,0.020681619574715992,0,1464,0,45,4194,0,5703,1419,0.016553156262268533,366589,127361,
1,0.0,0,1,0,2,25288,16151,519238,6.49772579597141E-4,239228,823,0.06976093468445618,46184,0,0,71,71,63158,0.02585533850322584,-30033,0,0,0,0.020681619574715992,0,1464,0,45,4194,0,5703,1419,0.016553156262268533,366589,127361,
