F72,F54,F53,F55,F25,F26,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2722,true,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2722,true,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2722,true,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2722,true,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2722,true,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2722,true,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2722,true,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2722,true,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2722,true,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2722,true,
2617,org/apache/qpid,apache,org/apache/qpid/AMQException.java,54,true,
7773,org/apache/qpid/protocol,apache,org/apache/qpid/protocol/AMQConstant.java,2933,true,
6079,org/apache/qpid,apache,org/apache/qpid/AMQExceptionTest.java,2155,true,
3495,org/apache/qpid/amqp_1_0/client,apache,org/apache/qpid/amqp_1_0/client/Connection.java,562,true,
3951,org/apache/qpid/amqp_1_0/type/transport,apache,org/apache/qpid/amqp_1_0/type/transport/Error.java,909,true,
3951,org/apache/qpid/amqp_1_0/type/transport,apache,org/apache/qpid/amqp_1_0/type/transport/Error.java,909,true,
3951,org/apache/qpid/amqp_1_0/client,apache,org/apache/qpid/amqp_1_0/client/Receiver.java,909,true,
3951,org/apache/qpid/amqp_1_0/client,apache,org/apache/qpid/amqp_1_0/client/Receiver.java,909,true,
3951,org/apache/qpid/amqp_1_0/client,apache,org/apache/qpid/amqp_1_0/client/Receiver.java,909,true,
3951,org/apache/qpid/amqp_1_0/client,apache,org/apache/qpid/amqp_1_0/client/Sender.java,909,true,
