3,,F25,
4,,F26,
6,,F65,
9,,F34,
10,,F66,
13,,F101,
16,,F104,
17,,F105,
40,,F3-TEST_PROPERTIES,
46,,F3-getUrl(),
50,,F3-String,
53,,F3-Properties,
69,,F7-+,
150,,F1-deepCopy,
153,,F1-getConnection,
208,,F15-private,
213,,F4-boolean,
220,,F4-Connection,
272,,F94,
273,,F95,
276,,F20,
277,,F23,
278,,F22,
280,,F111,
281,,F112,
282,,F113,
283,,F116,
284,,F117,
285,,F118,
286,,F119,
287,,F120,
288,,F110,
290,,F122,
291,,F123,
293,,F115,
295,,F77,
296,,F88,
297,,F70,
298,,F41,
299,,F40,
301,,F42,
304,,F46,
305,,F126,
306,,F127,
308,,F129,
310,,F130,
312,,F131,
314,,F132,
315,,F37,
319,,F135,
320,,F136,
323,,F71-ramkrishna.s.vasudevan@intel.com,
325,,F71-jamestaylor@apache.org,
326,,F71-tdsilva@salesforce.com,
327,,F71-ndimiduk@apache.org,
328,,F71-twdsilva@gmail.com,
329,,F71-samarth.jain@salesforce.com,
330,,F71-jeffreyz@apache.org,
333,,F71-maryannxue@apache.org,
334,,F71-jzhong@JZhongs-MacBook-Pro.local,
336,,F71-stoens@apache.org,
338,,F71-gabrielr@ngdata.com,
339,,F71-rajeshbabu@apache.org,
342,,F71-wei.xue@intel.com,
347,,category,
original feature size,348
refined feature size,64
