F72,F54,F53,F55,F25,F26,
1702,org/apache/hadoop/hbase/ipc,apache,org/apache/hadoop/hbase/ipc/PhoenixIndexRpcSchedulerTest.java,497,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexHalfStoreFileReader.java,416,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexHalfStoreFileReader.java,416,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexHalfStoreFileReader.java,416,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexHalfStoreFileReader.java,416,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexHalfStoreFileReader.java,416,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexHalfStoreFileReaderGenerator.java,416,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexHalfStoreFileReaderGenerator.java,416,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexSplitTransaction.java,416,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexSplitTransaction.java,416,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexSplitTransaction.java,416,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexSplitTransaction.java,416,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/LocalIndexSplitter.java,416,true,
1977,org/apache/hadoop/hbase/regionserver/wal,apache,org/apache/hadoop/hbase/regionserver/wal/IndexedWALEditCodec.java,613,true,
1977,org/apache/hadoop/hbase/regionserver/wal,apache,org/apache/hadoop/hbase/regionserver/wal/IndexedWALEditCodec.java,613,true,
1789,org/apache/hadoop/hbase/regionserver/wal,apache,org/apache/hadoop/hbase/regionserver/wal/WALReplayWithIndexWritesAndCompressedWALIT.java,569,true,
1789,org/apache/hadoop/hbase/regionserver/wal,apache,org/apache/hadoop/hbase/regionserver/wal/WALReplayWithIndexWritesAndCompressedWALIT.java,569,true,
1789,org/apache/hadoop/hbase/regionserver/wal,apache,org/apache/hadoop/hbase/regionserver/wal/WALReplayWithIndexWritesAndCompressedWALIT.java,569,true,
1298,org/apache/phoenix,apache,org/apache/phoenix/Sandbox.java,265,true,
1977,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/GlobalCache.java,613,true,
1977,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/GlobalCache.java,613,true,
1977,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/GlobalCache.java,613,true,
1977,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/GlobalCache.java,613,true,
1975,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/ServerCacheClient.java,613,true,
1975,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/ServerCacheClient.java,613,true,
1975,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/ServerCacheClient.java,613,true,
1975,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/ServerCacheClient.java,613,true,
1975,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/TenantCacheImpl.java,613,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillFile.java,613,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillManager.java,613,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillManager.java,613,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillManager.java,613,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillManager.java,613,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillManager.java,613,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillManager.java,613,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillManager.java,613,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillManager.java,613,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillMap.java,613,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillMap.java,613,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillMap.java,613,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillMap.java,613,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillMap.java,613,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillableGroupByCache.java,613,true,
1101,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/CreateFunctionCompiler.java,158,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/CreateIndexCompiler.java,613,true,
1975,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/CreateSequenceCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/CreateTableCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/CreateTableCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/CreateTableCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/CreateTableCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/DeleteCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/DeleteCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/DeleteCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/DeleteCompiler.java,613,true,
1975,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/DropSequenceCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/ExpressionCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/ExpressionCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/ExpressionCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/ExpressionCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/ExpressionCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/ExpressionCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/ExpressionCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/ExpressionCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/ExpressionCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/ExpressionCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/ExpressionCompiler.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/ExpressionProjector.java,613,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/FromCompiler.java,613,true,
1975,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/JoinCompiler.java,613,true,
1975,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/JoinCompiler.java,613,true,
1975,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/JoinCompiler.java,613,true,
1975,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/JoinCompiler.java,613,true,
