F61,F77,F88,F70,
5,805,497,1702,
4,380,255,1277,
5,688,416,1585,
4,380,255,1277,
5,688,416,1585,
5,688,416,1585,
5,688,416,1585,
5,688,416,1585,
6,688,416,1585,
6,688,416,1585,
6,688,416,1585,
6,688,416,1585,
6,528,346,1425,
6,1080,613,1977,
6,1080,613,1977,
1,304,197,1201,
7,892,569,1789,
7,892,569,1789,
0,401,265,1298,
11,1080,613,1977,
11,1080,613,1977,
9,1078,613,1975,
11,1080,613,1977,
5,616,371,1513,
5,616,371,1513,
16,1080,613,1977,
16,1080,613,1977,
6,1080,613,1977,
5,1078,613,1975,
6,1078,613,1975,
6,1078,613,1975,
6,1078,613,1975,
6,1078,613,1975,
6,1078,613,1975,
6,1078,613,1975,
6,1078,613,1975,
6,1078,613,1975,
2,1078,613,1975,
2,1078,613,1975,
2,1078,613,1975,
2,1078,613,1975,
2,1078,613,1975,
7,1078,613,1975,
1,204,158,1101,
13,1080,613,1977,
9,1078,613,1975,
16,1080,613,1977,
16,1080,613,1977,
16,1080,613,1977,
16,1080,613,1977,
13,565,354,1462,
36,1080,613,1977,
36,1080,613,1977,
36,1080,613,1977,
3,1078,613,1975,
15,417,289,1314,
40,1080,613,1977,
20,601,363,1498,
40,1080,613,1977,
40,1080,613,1977,
20,601,363,1498,
40,1080,613,1977,
40,1080,613,1977,
40,1080,613,1977,
40,1080,613,1977,
40,1080,613,1977,
7,1080,613,1977,
39,1080,613,1977,
43,1078,613,1975,
7,417,289,1314,
43,1078,613,1975,
43,1078,613,1975,
10,1080,613,1977,
3,825,527,1722,
0,17,26,914,
2,260,173,1157,
15,1080,613,1977,
15,1080,613,1977,
27,1080,613,1977,
27,1080,613,1977,
40,1037,598,1934,
40,1037,598,1934,
14,341,227,1238,
14,341,227,1238,
14,341,227,1238,
14,341,227,1238,
40,1037,598,1934,
40,1037,598,1934,
40,1037,598,1934,
40,1037,598,1934,
40,1037,598,1934,
40,1037,598,1934,
40,1037,598,1934,
2,22,30,919,
40,1037,598,1934,
2,22,30,919,
40,1037,598,1934,
2,22,30,919,
40,1037,598,1934,
2,22,30,919,
40,1037,598,1934,
2,22,30,919,
40,1037,598,1934,
2,22,30,919,
40,1037,598,1934,
40,1037,598,1934,
29,863,563,1760,
40,1037,598,1934,
5,102,90,999,
29,863,563,1760,
17,400,263,1297,
40,1037,598,1934,
40,1037,598,1934,
40,1037,598,1934,
17,400,263,1297,
40,1037,598,1934,
40,1037,598,1934,
17,400,263,1297,
17,400,263,1297,
6,1080,613,1977,
6,1080,613,1977,
6,1080,613,1977,
5,551,349,1448,
5,551,349,1448,
5,551,349,1448,
1,17,26,914,
8,593,361,1490,
6,825,527,1722,
0,17,26,914,
0,17,26,914,
0,17,26,914,
0,17,26,914,
0,17,26,914,
3,332,216,1229,
23,668,408,1565,
50,1080,613,1977,
1,683,414,1580,
7,1037,598,1934,
1,17,26,914,
48,1080,613,1977,
48,1080,613,1977,
22,1037,598,1934,
22,1037,598,1934,
22,1037,598,1934,
22,1037,598,1934,
22,1037,598,1934,
22,1037,598,1934,
22,1037,598,1934,
22,1037,598,1934,
22,1037,598,1934,
20,724,431,1621,
28,1080,613,1977,
28,1080,613,1977,
21,1080,613,1977,
15,1078,613,1975,
5,77,79,974,
6,79,80,976,
69,1044,601,1941,
22,204,158,1101,
22,204,158,1101,
73,1080,613,1977,
73,1080,613,1977,
69,1044,601,1941,
22,204,158,1101,
73,1080,613,1977,
69,1044,601,1941,
69,1044,601,1941,
73,1080,613,1977,
69,1044,601,1941,
69,1044,601,1941,
3,60,72,957,
73,1080,613,1977,
27,1080,613,1977,
27,1080,613,1977,
7,713,429,1610,
9,760,444,1657,
18,1080,613,1977,
18,1080,613,1977,
18,1078,613,1975,
1,657,400,1554,
1,657,400,1554,
49,1080,613,1977,
49,1080,613,1977,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
3,506,338,1403,
7,1044,601,1941,
7,1044,601,1941,
3,506,338,1403,
7,1044,601,1941,
7,1044,601,1941,
1,204,158,1101,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
1,204,158,1101,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
1,204,158,1101,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
7,1044,601,1941,
1,204,158,1101,
1,204,158,1101,
1,204,158,1101,
1,204,158,1101,
1,204,158,1101,
1,204,158,1101,
1,204,158,1101,
1,204,158,1101,
1,204,158,1101,
0,397,262,1294,
0,397,262,1294,
0,397,262,1294,
12,1044,601,1941,
12,1044,601,1941,
12,1044,601,1941,
12,1044,601,1941,
12,1044,601,1941,
12,1044,601,1941,
12,1044,601,1941,
0,1044,601,1941,
0,1044,601,1941,
0,1044,601,1941,
0,1044,601,1941,
0,1044,601,1941,
0,1044,601,1941,
0,1044,601,1941,
