F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,
-1.0,0.14583333333333334,0.0062282986111111115,0.10294117647058823,0.12008951492583007,-0.7083333333333334,0.0,0.006227758007117438,349.15441176470586,-1.0,-1.0,
1.0,0.4418604651162791,0.027402199387056066,0.12454212454212454,0.022883425981027834,-0.11627906976744186,0.0,0.015124555160142349,442.16483516483515,0.6666666666666666,1.0,
1.0,0.4418604651162791,0.027402199387056066,0.12454212454212454,0.022883425981027834,-0.11627906976744186,0.0,0.015124555160142349,442.16483516483515,0.6666666666666666,1.0,
1.0,0.4418604651162791,0.027402199387056066,0.12454212454212454,0.022883425981027834,-0.11627906976744186,0.0,0.015124555160142349,442.16483516483515,0.6666666666666666,1.0,
1.0,0.4418604651162791,0.027402199387056066,0.12454212454212454,0.022883425981027834,-0.11627906976744186,0.0,0.015124555160142349,442.16483516483515,0.6666666666666666,1.0,
1.0,0.4666666666666667,0.0077777777777777776,0.15550755939524838,0.3301508057104579,-0.06666666666666667,0.0,0.03202846975088968,459.622030237581,0.6666666666666666,1.0,
-1.0,0.0,0.0,0.15550755939524838,0.3301508057104579,-1.0,0.0,0.03202846975088968,459.622030237581,0.6666666666666666,-1.0,
-1.0,0.2,0.005000000000000001,0.15550755939524838,0.3301508057104579,-0.6,0.0,0.03202846975088968,459.622030237581,0.6666666666666666,-1.0,
1.0,0.4418604651162791,0.027402199387056066,0.12454212454212454,0.022883425981027834,-0.11627906976744186,0.0,0.015124555160142349,442.16483516483515,0.6666666666666666,1.0,
1.0,0.2,0.005000000000000001,0.15550755939524838,0.3301508057104579,-0.6,0.0,0.03202846975088968,459.622030237581,0.6666666666666666,1.0,
1.0,0.2631578947368421,0.006059556786703601,0.15550755939524838,0.3301508057104579,-0.47368421052631576,0.0,0.03202846975088968,459.622030237581,0.6666666666666666,1.0,
1.0,0.2631578947368421,0.006059556786703601,0.15550755939524838,0.3301508057104579,-0.47368421052631576,0.0,0.03202846975088968,459.622030237581,0.6666666666666666,1.0,
1.0,0.2,0.005000000000000001,0.15550755939524838,0.3301508057104579,-0.6,0.0,0.03202846975088968,459.622030237581,0.6666666666666666,1.0,
0.0,0.05,0.003958333333333334,0.13392857142857142,0.03464297400615162,-0.9,0.0,0.013345195729537367,481.26339285714283,-1.0,-1.0,
0.0,0.05,0.003958333333333334,0.13392857142857142,0.03464297400615162,-0.9,0.0,0.013345195729537367,481.26339285714283,-1.0,-1.0,
-1.0,0.0,0.0,0.15550755939524838,0.3301508057104579,-1.0,0.0,0.03202846975088968,459.622030237581,-1.0,-1.0,
-0.5,0.07692307692307693,0.002366863905325444,0.16363636363636364,0.1859508090530732,-0.8461538461538461,0.0,0.0400355871886121,429.5872727272727,-1.0,-1.0,
-1.0,0.0967741935483871,0.0027315296566077,0.15550755939524838,0.3301508057104579,-0.8064516129032258,0.0,0.03202846975088968,459.622030237581,-1.0,-1.0,
-1.0,0.4,0.008,0.16363636363636364,0.1859508090530732,-0.2,0.0,0.0400355871886121,429.5872727272727,-1.0,-1.0,
-1.0,0.0,0.0,0.26666666666666666,0.03493923611111111,-1.0,0.0,0.0017793594306049821,418.26666666666665,-1.0,-1.0,
-1.0,0.0,0.0,0.26666666666666666,0.03493923611111111,-1.0,0.0,0.0017793594306049821,418.26666666666665,-1.0,-1.0,
0.0,0.5,0.05,0.26666666666666666,0.03493923611111111,0.0,0.0,0.0017793594306049821,418.26666666666665,-1.0,-1.0,
0.0,0.13924050632911392,0.009987715643860492,0.13392857142857142,0.03464297400615162,-0.7215189873417721,0.0,0.013345195729537367,481.26339285714283,-1.0,-1.0,
-1.0,0.14285714285714285,0.006122448979591836,0.10294117647058823,0.12008951492583007,-0.7142857142857143,0.0,0.006227758007117438,349.15441176470586,-1.0,-1.0,
-1.0,0.14285714285714285,0.006122448979591836,0.10294117647058823,0.12008951492583007,-0.7142857142857143,0.0,0.006227758007117438,349.15441176470586,-1.0,-1.0,
