F41,F40,F43,F42,F45,F44,F140,F47,F141,F46,F142,F49,F143,F48,F126,F127,F128,F129,F50,F52,F51,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F138,F139,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,4,68,0,72,18454,0.020533910760482228,12966,0,-64,0,0.031716381428413626,0,75,0,72,0,0,147,3,0.055978825707397845,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,71,32,7,110,18454,0.020533910760482228,12966,0,39,0,0.1331849617785883,0,1434,0,113,30,0,1577,1321,0.10228041178192498,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,71,32,7,110,18454,0.020533910760482228,12966,0,39,0,0.1331849617785883,0,1434,0,113,30,0,1577,1321,0.10228041178192498,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,71,32,7,110,18454,0.020533910760482228,12966,0,39,0,0.1331849617785883,0,1434,0,113,30,0,1577,1321,0.10228041178192498,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,71,32,7,110,18454,0.020533910760482228,12966,0,39,0,0.1331849617785883,0,1434,0,113,30,0,1577,1321,0.10228041178192498,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,71,32,7,110,18454,0.020533910760482228,12966,0,39,0,0.1331849617785883,0,1434,0,113,30,0,1577,1321,0.10228041178192498,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,60,5,0,65,18454,0.020533910760482228,12966,0,55,0,0.08844263410693431,0,1434,0,113,30,0,1577,1321,0.10228041178192498,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,60,5,0,65,18454,0.020533910760482228,12966,0,55,0,0.08844263410693431,0,1434,0,113,30,0,1577,1321,0.10228041178192498,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,886,55,1,942,18454,0.020533910760482228,12966,0,831,0,0.21719704171797194,0,1434,0,113,30,0,1577,1321,0.10228041178192498,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,886,55,1,942,18454,0.020533910760482228,12966,0,831,0,0.21719704171797194,0,1434,0,113,30,0,1577,1321,0.10228041178192498,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,886,55,1,942,18454,0.020533910760482228,12966,0,831,0,0.21719704171797194,0,1434,0,113,30,0,1577,1321,0.10228041178192498,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,886,55,1,942,18454,0.020533910760482228,12966,0,831,0,0.21719704171797194,0,1434,0,113,30,0,1577,1321,0.10228041178192498,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,46,10,22,78,18454,0.020533910760482228,12966,0,36,0,0.13031532488725922,0,1434,0,113,30,0,1577,1321,0.10228041178192498,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,310,2,0,312,18454,0.020533910760482228,12966,0,308,0,0.01747614566974759,0,601,0,112,0,0,713,489,0.1273944711598879,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,310,2,0,312,18454,0.020533910760482228,12966,0,308,0,0.01747614566974759,0,601,0,112,0,0,713,489,0.1273944711598879,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,6,5,0,11,18454,0.020533910760482228,12966,0,1,0,0.08953488372093023,0,601,0,112,0,0,713,489,0.1273944711598879,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,6,5,0,11,18454,0.020533910760482228,12966,0,1,0,0.08953488372093023,0,601,0,112,0,0,713,489,0.1273944711598879,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,6,5,0,11,18454,0.020533910760482228,12966,0,1,0,0.08953488372093023,0,601,0,112,0,0,713,489,0.1273944711598879,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,45,0,0,45,18454,0.020533910760482228,12966,0,45,0,0.2073732718894009,0,88,0,0,0,0,88,88,0.11274308076357156,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,113,9,0,122,18454,0.020533910760482228,12966,0,104,0,0.043748761402767185,0,937,0,34,50,0,1021,903,0.09630182309818511,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,113,9,0,122,18454,0.020533910760482228,12966,0,104,0,0.043748761402767185,0,937,0,34,50,0,1021,903,0.09630182309818511,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,113,9,0,122,18454,0.020533910760482228,12966,0,104,0,0.043748761402767185,0,937,0,34,50,0,1021,903,0.09630182309818511,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,113,9,0,122,18454,0.020533910760482228,12966,0,104,0,0.043748761402767185,0,937,0,34,50,0,1021,903,0.09630182309818511,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,517,15,47,579,18454,0.020533910760482228,12966,0,502,0,0.09374396690154653,0,937,0,34,50,0,1021,903,0.09630182309818511,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,517,15,47,579,18454,0.020533910760482228,12966,0,502,0,0.09374396690154653,0,937,0,34,50,0,1021,903,0.09630182309818511,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,517,15,47,579,18454,0.020533910760482228,12966,0,502,0,0.09374396690154653,0,937,0,34,50,0,1021,903,0.09630182309818511,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,517,15,47,579,18454,0.020533910760482228,12966,0,502,0,0.09374396690154653,0,937,0,34,50,0,1021,903,0.09630182309818511,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,148,2,3,153,18454,0.020533910760482228,12966,0,146,0,0.06152986961228585,0,937,0,34,50,0,1021,903,0.09630182309818511,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,27,6,4,37,18454,0.020533910760482228,12966,0,21,0,0.07964040190375463,0,717,0,24,6,0,747,693,0.033781333238353015,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,256,4,0,260,18454,0.020533910760482228,12966,0,252,0,0.015256830437741144,0,717,0,24,6,0,747,693,0.033781333238353015,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,256,4,0,260,18454,0.020533910760482228,12966,0,252,0,0.015256830437741144,0,717,0,24,6,0,747,693,0.033781333238353015,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,256,4,0,260,18454,0.020533910760482228,12966,0,252,0,0.015256830437741144,0,717,0,24,6,0,747,693,0.033781333238353015,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,256,4,0,260,18454,0.020533910760482228,12966,0,252,0,0.015256830437741144,0,717,0,24,6,0,747,693,0.033781333238353015,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,256,4,0,260,18454,0.020533910760482228,12966,0,252,0,0.015256830437741144,0,717,0,24,6,0,747,693,0.033781333238353015,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,256,4,0,260,18454,0.020533910760482228,12966,0,252,0,0.015256830437741144,0,717,0,24,6,0,747,693,0.033781333238353015,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,256,4,0,260,18454,0.020533910760482228,12966,0,252,0,0.015256830437741144,0,717,0,24,6,0,747,693,0.033781333238353015,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,256,4,0,260,18454,0.020533910760482228,12966,0,252,0,0.015256830437741144,0,717,0,24,6,0,747,693,0.033781333238353015,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,412,0,0,412,18454,0.020533910760482228,12966,0,412,0,0.015709601159155036,0,717,0,24,6,0,747,693,0.033781333238353015,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,412,0,0,412,18454,0.020533910760482228,12966,0,412,0,0.015709601159155036,0,717,0,24,6,0,747,693,0.033781333238353015,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,412,0,0,412,18454,0.020533910760482228,12966,0,412,0,0.015709601159155036,0,717,0,24,6,0,747,693,0.033781333238353015,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,412,0,0,412,18454,0.020533910760482228,12966,0,412,0,0.015709601159155036,0,717,0,24,6,0,747,693,0.033781333238353015,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,412,0,0,412,18454,0.020533910760482228,12966,0,412,0,0.015709601159155036,0,717,0,24,6,0,747,693,0.033781333238353015,205274,18143,
0,0.0,0,0,0,0,5294,14787,228711,0.0,187131,1846,0.05459589055129623,1821,22,14,2,38,18454,0.020533910760482228,12966,0,8,0,0.024518499452761237,0,717,0,24,6,0,747,693,0.033781333238353015,205274,18143,
887,0.017167381974248927,22,242,645,1151,5294,14787,228711,0.022206649446979893,187131,1846,0.05459589055129623,1821,3,1,0,4,18454,0.020533910760482228,12966,1,2,3,0.017167381974248927,4,21370,0,2521,669,2,24560,18849,0.04775425738084726,205274,18143,
887,0.0,22,242,645,1151,5294,14787,228711,0.022206649446979893,187131,1846,0.05459589055129623,1821,81,3,0,84,18454,0.020533910760482228,12966,0,78,0,0.04292734272208089,0,21370,0,2521,669,0,24560,18849,0.04775425738084726,205274,18143,
887,0.0,22,242,645,1151,5294,14787,228711,0.022206649446979893,187131,1846,0.05459589055129623,1821,8,18,0,26,18454,0.020533910760482228,12966,0,-10,0,0.05794224770475844,0,21370,0,2521,669,0,24560,18849,0.04775425738084726,205274,18143,
887,0.0,22,242,645,1151,5294,14787,228711,0.022206649446979893,187131,1846,0.05459589055129623,1821,292,20,0,312,18454,0.020533910760482228,12966,0,272,0,0.11311425664185212,0,21370,0,2521,669,0,24560,18849,0.04775425738084726,205274,18143,
887,0.0,22,242,645,1151,5294,14787,228711,0.022206649446979893,187131,1846,0.05459589055129623,1821,292,20,0,312,18454,0.020533910760482228,12966,0,272,0,0.11311425664185212,0,21370,0,2521,669,0,24560,18849,0.04775425738084726,205274,18143,
