F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
34,3,93,1,8,13,5,2,0.5555555555555556,56,28,0.5,0.35294117647058826,17,0,
11,10,926,2,8,46,1,12,0.24890829694323144,328,96,0.2926829268292683,0.6363636363636364,0,1,
11,10,926,2,8,46,1,12,0.19213973799126638,328,96,0.2926829268292683,0.6363636363636364,0,1,
3,10,926,2,8,46,1,12,0.9737991266375546,328,96,0.2926829268292683,0.6666666666666666,0,1,
126,4,926,1,16,46,21,12,0.4797297297297297,197,17,0.08629441624365482,0.25396825396825395,51,0,
63,4,926,1,12,46,11,12,0.3963963963963964,197,17,0.08629441624365482,0.23809523809523808,51,1,
5,23,926,6,4,46,1,12,0.16359918200409,587,318,0.5417376490630323,0.8,0,1,
2,23,926,6,0,46,1,12,0.294478527607362,587,318,0.5417376490630323,1.0,0,1,
2,23,926,6,0,46,1,12,0.5603271983640081,587,318,0.5417376490630323,1.0,0,1,
26,23,926,6,0,46,7,12,0.47955010224948874,587,318,0.5417376490630323,1.0,31,1,
17,3,926,1,12,46,4,12,0.9608938547486033,149,19,0.12751677852348994,0.5,5,1,
0,3,368,5,5,24,1,9,0.553921568627451,111,63,0.5675675675675675,1.0,0,1,
0,3,368,5,3,24,1,9,0.4166666666666667,111,63,0.5675675675675675,1.0,0,1,
9,12,368,1,3,24,1,9,0.22937293729372937,198,70,0.35353535353535354,0.6111111111111112,0,0,
7,12,368,1,4,24,3,9,0.5016501650165016,198,70,0.35353535353535354,0.2857142857142857,4,1,
35,6,218,1,12,6,1,1,0.9375,244,45,0.18442622950819673,0.6190476190476191,23,1,
12,8,335,2,12,26,3,12,0.625,103,42,0.4077669902912621,0.375,0,1,
19,8,335,2,12,26,3,12,0.44375,103,42,0.4077669902912621,0.23684210526315788,0,1,
0,8,335,2,17,26,1,12,0.4875,103,42,0.4077669902912621,1.0,0,1,
0,8,335,2,32,26,1,12,0.53125,103,42,0.4077669902912621,1.0,0,1,
118,6,335,5,0,26,18,12,0.7736389684813754,248,80,0.3225806451612903,1.0,0,1,
49,6,335,5,0,26,9,12,0.8481375358166189,248,80,0.3225806451612903,1.0,0,1,
0,6,335,5,0,26,1,12,0.37822349570200575,248,80,0.3225806451612903,1.0,0,1,
3,6,335,5,0,26,1,12,0.332378223495702,248,80,0.3225806451612903,1.0,0,1,
0,6,335,2,28,26,1,12,0.6274509803921569,66,26,0.3939393939393939,1.0,0,1,
5,5,626,2,0,30,2,14,0.4817073170731707,99,46,0.46464646464646464,1.0,2,1,
8,10,626,4,8,30,2,14,0.8584615384615385,211,75,0.35545023696682465,0.875,0,1,
3,10,626,4,8,30,1,14,0.7723076923076924,211,75,0.35545023696682465,0.6666666666666666,0,1,
32,10,626,4,12,30,2,14,0.6184615384615385,211,75,0.35545023696682465,0.25,0,1,
0,10,626,4,0,30,1,14,0.24923076923076923,211,75,0.35545023696682465,1.0,0,1,
0,10,626,4,0,30,1,14,0.22153846153846155,211,75,0.35545023696682465,1.0,0,1,
0,10,626,4,0,30,1,14,0.2676923076923077,211,75,0.35545023696682465,1.0,0,1,
18,10,626,4,0,30,2,14,0.20923076923076922,211,75,0.35545023696682465,1.0,0,1,
0,10,626,4,0,30,1,14,0.26461538461538464,211,75,0.35545023696682465,1.0,0,1,
14,10,626,3,8,30,2,14,0.3723196881091618,301,149,0.4950166112956811,0.7142857142857143,0,1,
51,10,626,3,8,30,13,14,0.2787524366471735,301,149,0.4950166112956811,0.5686274509803921,0,1,
14,10,626,3,8,30,2,14,0.37816764132553604,301,149,0.4950166112956811,0.7857142857142857,0,1,
18,10,626,3,8,30,4,14,0.40545808966861596,301,149,0.4950166112956811,0.1111111111111111,0,1,
0,10,626,3,0,30,1,14,0.746588693957115,301,149,0.4950166112956811,1.0,0,1,
0,5,626,5,0,30,1,14,0.9659685863874345,231,116,0.5021645021645021,1.0,0,1,
0,2,11212,2,10,693,1,165,0.7431192660550459,81,17,0.20987654320987653,1.0,0,1,
0,4,11212,4,10,693,1,165,0.8931297709923665,210,19,0.09047619047619047,1.0,0,1,
0,2,11212,5,32,693,1,165,0.40594059405940597,236,37,0.15677966101694915,1.0,0,1,
0,2,11212,5,12,693,1,165,0.5445544554455446,236,37,0.15677966101694915,1.0,0,1,
0,2,11212,5,0,693,1,165,0.7821782178217822,236,37,0.15677966101694915,1.0,0,1,
0,2,11212,5,0,693,1,165,0.8646864686468647,236,37,0.15677966101694915,1.0,0,1,
229,4,11212,7,8,693,26,165,0.503448275862069,471,63,0.1337579617834395,0.06550218340611354,0,1,
0,4,11212,7,19,693,1,165,0.7224137931034482,471,63,0.1337579617834395,1.0,0,1,
0,4,11212,7,24,693,1,165,0.8017241379310345,471,63,0.1337579617834395,1.0,0,1,
0,4,11212,7,8,693,1,165,0.41724137931034483,471,63,0.1337579617834395,1.0,0,1,
0,2,11212,2,10,693,1,165,0.6027397260273972,43,17,0.3953488372093023,1.0,0,1,
112,67,11212,15,8,693,23,165,0.9607227022780833,1086,98,0.09023941068139964,0.38392857142857145,0,0,
7,67,11212,15,0,693,2,165,0.34092694422623726,1086,98,0.09023941068139964,1.0,0,1,
0,67,11212,15,22,693,1,165,0.5624509033778476,1086,98,0.09023941068139964,1.0,0,1,
0,67,11212,15,0,693,1,165,0.6205813040062844,1086,98,0.09023941068139964,1.0,0,1,
0,67,11212,15,20,693,1,165,0.5868028279654359,1086,98,0.09023941068139964,1.0,0,1,
0,67,11212,15,22,693,1,165,0.6355066771406127,1086,98,0.09023941068139964,1.0,0,1,
0,67,11212,15,0,693,1,165,0.7564807541241163,1086,98,0.09023941068139964,1.0,0,1,
0,67,11212,15,20,693,1,165,0.6834249803613511,1086,98,0.09023941068139964,1.0,0,1,
0,67,11212,15,19,693,1,165,0.7714061272584446,1086,98,0.09023941068139964,1.0,0,1,
0,67,11212,15,19,693,1,165,0.8185388845247447,1086,98,0.09023941068139964,1.0,0,1,
0,67,11212,15,16,693,1,165,0.8538884524744698,1086,98,0.09023941068139964,1.0,0,1,
0,67,11212,15,23,693,1,165,0.9607227022780833,1086,98,0.09023941068139964,1.0,0,1,
18,6,11212,1,16,693,4,165,0.8888888888888888,52,26,0.5,0.7777777777777778,9,1,
13,7,11212,6,8,693,2,165,0.3158813263525305,462,60,0.12987012987012986,0.23076923076923078,0,1,
0,7,11212,6,0,693,1,165,0.9214659685863874,462,60,0.12987012987012986,1.0,0,1,
0,9,11212,17,0,693,1,165,0.392008534574726,1248,33,0.026442307692307692,1.0,0,0,
0,9,11212,17,0,693,1,165,0.39307535641547864,1248,33,0.026442307692307692,1.0,0,0,
0,9,11212,17,13,693,1,165,0.30210454854039376,1248,33,0.026442307692307692,1.0,0,1,
0,9,11212,17,0,693,1,165,0.25831636116768497,1248,33,0.026442307692307692,1.0,0,0,
9,12,6116,1,8,648,6,108,0.6268656716417911,93,24,0.25806451612903225,0.5555555555555556,4,1,
13,3,11212,1,8,693,2,165,0.972027972027972,107,20,0.18691588785046728,0.8461538461538461,11,1,
0,3,11212,4,0,693,1,165,0.9076923076923077,191,54,0.28272251308900526,1.0,0,1,
0,3,11212,4,0,693,1,165,0.9076923076923077,191,54,0.28272251308900526,1.0,0,1,
64,12,11212,6,24,693,11,165,0.321656050955414,518,75,0.14478764478764478,0.546875,0,1,
35,12,11212,6,24,693,5,165,0.41878980891719747,518,75,0.14478764478764478,0.5428571428571428,0,1,
0,12,11212,6,0,693,1,165,0.9235668789808917,518,75,0.14478764478764478,1.0,0,1,
0,12,11212,6,20,693,1,165,0.8646496815286624,518,75,0.14478764478764478,1.0,0,1,
0,12,11212,6,23,693,1,165,0.9570063694267515,518,75,0.14478764478764478,1.0,0,1,
10,88,11212,1,0,693,1,165,0.8088135593220339,1315,57,0.04334600760456274,1.0,0,1,
10,88,11212,1,0,693,1,165,0.8244067796610169,1315,57,0.04334600760456274,1.0,0,1,
18,88,11212,1,8,693,1,165,0.12406779661016949,1315,57,0.04334600760456274,0.1111111111111111,0,1,
41,88,11212,1,8,693,1,165,0.9111864406779661,1315,57,0.04334600760456274,0.04878048780487805,0,1,
12,88,11212,1,8,693,1,165,0.8705084745762712,1315,57,0.04334600760456274,0.16666666666666666,0,1,
18,88,11212,1,8,693,1,165,0.10983050847457627,1315,57,0.04334600760456274,0.1111111111111111,0,1,
11,88,11212,1,8,693,1,165,0.8793220338983051,1315,57,0.04334600760456274,0.18181818181818182,0,1,
12,88,11212,1,12,693,2,165,0.9694915254237289,1315,57,0.04334600760456274,0.75,0,1,
13,88,11212,1,16,693,2,165,0.9423728813559322,1315,57,0.04334600760456274,0.46153846153846156,0,1,
12,88,11212,1,12,693,2,165,0.9837288135593221,1315,57,0.04334600760456274,0.75,0,1,
15,88,11212,1,12,693,2,165,0.29423728813559324,1315,57,0.04334600760456274,0.3333333333333333,0,1,
17,88,11212,1,16,693,2,165,0.4603389830508475,1315,57,0.04334600760456274,0.47058823529411764,0,1,
7,88,11212,1,12,693,2,165,0.4447457627118644,1315,57,0.04334600760456274,0.7142857142857143,0,1,
18,88,11212,1,16,693,3,165,0.48338983050847456,1315,57,0.04334600760456274,0.3888888888888889,0,1,
15,88,11212,1,16,693,3,165,0.8969491525423728,1315,57,0.04334600760456274,0.5333333333333333,0,1,
9,88,11212,1,12,693,2,165,0.3105084745762712,1315,57,0.04334600760456274,0.5555555555555556,0,1,
9,88,11212,1,12,693,2,165,0.43457627118644065,1315,57,0.04334600760456274,0.5555555555555556,5,1,
200,33,11212,1,8,693,1,165,0.7136824324324325,369,32,0.08672086720867209,0.065625,0,0,
12,33,11212,1,12,693,2,165,0.6306306306306306,369,32,0.08672086720867209,0.5,0,1,
12,33,11212,1,12,693,2,165,0.6621621621621622,369,32,0.08672086720867209,0.5,10,1,
13,43,11212,1,8,693,1,165,0.8564516129032258,491,48,0.09775967413441955,0.15384615384615385,0,1,
13,43,11212,1,8,693,1,165,0.7983870967741935,491,48,0.09775967413441955,0.15384615384615385,0,1,
438,43,11212,1,14,693,37,165,0.7408602150537634,491,48,0.09775967413441955,0.10578386605783867,47,0,
0,6,11212,4,8,693,1,165,0.7876106194690266,183,19,0.10382513661202186,1.0,0,1,
0,14,11212,6,15,693,1,165,0.20833333333333334,465,32,0.06881720430107527,1.0,0,1,
96,10,11212,1,0,693,26,165,0.5692307692307692,206,18,0.08737864077669903,1.0,0,2,
23,14,11212,4,12,693,4,165,0.41767068273092367,174,48,0.27586206896551724,0.782608695652174,0,1,
8,14,11212,4,8,693,2,165,0.7791164658634538,174,48,0.27586206896551724,0.625,0,1,
0,14,11212,4,16,693,1,165,0.357429718875502,174,48,0.27586206896551724,1.0,0,1,
0,14,11212,4,0,693,1,165,2.5823293172690764,174,48,0.27586206896551724,1.0,0,0,
458,7,11212,7,8,693,72,165,0.24025974025974026,740,132,0.1783783783783784,0.021834061135371178,0,1,
0,7,11212,7,27,693,1,165,0.6320346320346321,740,132,0.1783783783783784,1.0,0,1,
0,7,11212,7,18,693,1,165,0.7954545454545454,740,132,0.1783783783783784,1.0,0,1,
16,4,11212,1,12,693,1,165,0.7583333333333333,84,21,0.25,0.5625,0,1,
42,4,11212,1,14,693,7,165,0.55,84,21,0.25,0.25,23,0,
0,4,11212,14,18,693,1,165,0.4089272858171346,1039,229,0.22040423484119345,1.0,0,1,
0,4,11212,14,12,693,1,165,0.8365730741540677,1039,229,0.22040423484119345,1.0,0,1,
14,104,11212,1,8,693,1,165,0.7587912087912088,1527,80,0.05239030779305828,0.42857142857142855,0,1,
14,104,11212,1,8,693,1,165,0.778021978021978,1527,80,0.05239030779305828,0.42857142857142855,0,1,
14,104,11212,1,8,693,1,165,0.7681318681318682,1527,80,0.05239030779305828,0.42857142857142855,0,1,
15,104,11212,1,0,693,1,165,0.9181318681318681,1527,80,0.05239030779305828,1.0,0,1,
18,104,11212,1,0,693,2,165,0.9027472527472528,1527,80,0.05239030779305828,1.0,0,1,
10,104,11212,1,8,693,1,165,0.07967032967032966,1527,80,0.05239030779305828,0.2,0,1,
13,104,11212,1,8,693,1,165,0.978021978021978,1527,80,0.05239030779305828,0.23076923076923078,0,1,
21,104,11212,1,8,693,1,165,0.989010989010989,1527,80,0.05239030779305828,0.14285714285714285,31,1,
3,7,2847,1,8,119,1,32,0.578125,37,17,0.4594594594594595,0.6666666666666666,0,1,
0,9,2847,3,22,119,1,32,0.46218487394957986,262,68,0.2595419847328244,1.0,0,1,
0,9,2847,3,16,119,1,32,0.6414565826330533,262,68,0.2595419847328244,1.0,0,1,
0,7,2847,5,20,119,1,32,0.8151408450704225,431,88,0.20417633410672853,1.0,0,1,
570,14,2847,1,20,119,157,32,0.5085197018104366,266,18,0.06766917293233082,0.06854636591478697,56,0,
0,28,2847,5,4,119,1,32,0.4774985388661601,1415,205,0.14487632508833923,1.0,0,1,
12,28,2847,5,0,119,3,32,0.3962594973699591,1415,205,0.14487632508833923,1.0,0,1,
180,28,2847,5,22,119,21,32,0.42694330800701347,1415,205,0.14487632508833923,0.21851851851851853,0,0,
85,28,2847,5,12,119,18,32,0.7416715371127995,1415,205,0.14487632508833923,0.4588235294117647,0,1,
85,28,2847,5,12,119,18,32,0.8457042665108124,1415,205,0.14487632508833923,0.4588235294117647,0,1,
24,28,2847,5,0,119,4,32,0.3962594973699591,1415,205,0.14487632508833923,1.0,0,1,
0,28,2847,5,0,119,1,32,0.7247223845704267,1415,205,0.14487632508833923,1.0,0,1,
0,28,2847,5,31,119,1,32,0.7106954997077732,1415,205,0.14487632508833923,1.0,0,1,
0,28,2847,5,0,119,1,32,0.722969023962595,1415,205,0.14487632508833923,1.0,0,1,
0,28,2847,5,0,119,1,32,0.8071303331385155,1415,205,0.14487632508833923,1.0,0,1,
0,28,2847,5,0,119,1,32,0.8053769725306839,1415,205,0.14487632508833923,1.0,0,1,
0,0,2847,3,0,119,1,32,0.7219512195121951,141,40,0.28368794326241137,1.0,0,1,
0,0,2847,3,0,119,1,32,0.7414634146341463,141,40,0.28368794326241137,1.0,0,1,
0,3,2847,2,0,119,1,32,0.6981132075471698,202,37,0.18316831683168316,1.0,0,1,
72,6,2847,2,12,119,9,32,0.6605351170568562,235,41,0.17446808510638298,0.2847222222222222,0,0,
39,6,2847,2,12,119,6,32,0.45484949832775917,235,41,0.17446808510638298,0.10256410256410256,0,1,
0,6,2847,2,13,119,1,32,0.8260869565217391,235,41,0.17446808510638298,1.0,0,1,
309,6,2847,2,16,119,55,32,0.9081551860649247,304,93,0.3059210526315789,0.22653721682847897,87,0,
3,5,2847,1,8,119,1,32,0.6417910447761194,31,27,0.8709677419354839,0.6666666666666666,0,1,
3,5,2847,1,8,119,1,32,0.5671641791044776,31,27,0.8709677419354839,0.6666666666666666,0,1,
0,13,2847,2,11,119,1,32,0.7147766323024055,477,68,0.14255765199161424,1.0,0,1,
0,10,9826,63,4,29,1,131,0.4123944332104199,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,0,29,1,131,0.43987153562507436,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,0,29,1,131,0.4424884025217081,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,0,29,1,131,0.4380873081955513,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,4,29,1,131,0.5866539788271679,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,0,29,1,131,0.6088973474485547,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,0,29,1,131,0.6073510170096348,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,4,29,1,131,0.6268585702390864,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,0,29,1,131,0.6491019388604734,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,0,29,1,131,0.6475556084215535,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,4,29,1,131,0.7670988461995956,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,0,29,1,131,0.8080171285833234,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,0,29,1,131,0.8055192101819912,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,4,29,1,131,0.8484596169858452,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,0,29,1,131,0.870702985607232,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,0,29,1,131,0.8691566551683121,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,4,29,1,131,0.26204353514928036,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,0,29,1,131,0.28999643154514093,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,0,29,1,131,0.2926132984417747,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,0,29,1,131,0.28821220411561793,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,4,29,1,131,0.4715118353752825,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,0,29,1,131,0.49898893778993697,6765,1007,0.14885439763488545,1.0,0,1,
0,10,9826,63,0,29,1,131,0.5016058046865707,6765,1007,0.14885439763488545,1.0,0,1,
