3,,F25,
7,,F64,
8,,F67,
11,,F69,
13,,F101,
17,,F105,
18,,F107,
27,,F16-void,
78,,F17-static-final,
79,,F17-final,
99,,F2-File,
114,,F6-java.io.File,
121,,F13-private,
129,,F14-final,
132,,F1-delete,
187,,F15-public,
190,,F4-boolean,
241,,F94,
244,,F109,
246,,F23,
247,,F22,
249,,F111,
252,,F116,
253,,F117,
257,,F110,
261,,F114,
262,,F115,
264,,F77,
266,,F70,
275,,F127,
290,,F137,
294,,F71-rpopma@unknown,
299,,F73,
302,,category,
original feature size,303
refined feature size,33
