F41,F40,F43,F42,F45,F44,F140,F47,F141,F46,F142,F49,F143,F48,F126,F127,F128,F129,F50,F52,F51,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F138,F139,
0,0.0,0,0,0,0,2240,1008,213705,0.0,151,6,0.06387248900618428,136,85,44,0,129,1150,0.005630436635354121,872,0,41,0,0.045966975826557295,0,6242,0,2248,15,0,8505,3994,0.09907786562966037,105808,105657,
0,0.0,0,0,0,0,2240,1008,213705,0.0,151,6,0.06387248900618428,136,85,44,0,129,1150,0.005630436635354121,872,0,41,0,0.045966975826557295,0,6242,0,2248,15,0,8505,3994,0.09907786562966037,105808,105657,
0,0.0,0,0,0,0,2240,1008,213705,0.0,151,6,0.06387248900618428,136,637,229,0,866,1150,0.005630436635354121,872,0,408,0,0.17192744580822442,0,6242,0,2248,15,0,8505,3994,0.09907786562966037,105808,105657,
0,0.0,0,0,0,0,2240,1008,213705,0.0,151,6,0.06387248900618428,136,637,229,0,866,1150,0.005630436635354121,872,0,408,0,0.17192744580822442,0,6242,0,2248,15,0,8505,3994,0.09907786562966037,105808,105657,
0,0.0,0,0,0,0,2240,1008,213705,0.0,151,6,0.06387248900618428,136,735,254,0,989,1150,0.005630436635354121,872,0,481,0,0.06706232086464958,0,6242,0,2248,15,0,8505,3994,0.09907786562966037,105808,105657,
0,0.0,0,0,0,0,2240,1008,213705,0.0,151,6,0.06387248900618428,136,735,254,0,989,1150,0.005630436635354121,872,0,481,0,0.06706232086464958,0,6242,0,2248,15,0,8505,3994,0.09907786562966037,105808,105657,
0,0.0,0,0,0,0,2240,1008,213705,0.0,151,6,0.06387248900618428,136,735,254,0,989,1150,0.005630436635354121,872,0,481,0,0.06706232086464958,0,6242,0,2248,15,0,8505,3994,0.09907786562966037,105808,105657,
0,0.0,0,0,0,0,2240,1008,213705,0.0,151,6,0.06387248900618428,136,735,254,0,989,1150,0.005630436635354121,872,0,481,0,0.06706232086464958,0,6242,0,2248,15,0,8505,3994,0.09907786562966037,105808,105657,
0,0.0,0,0,0,0,2240,1008,213705,0.0,151,6,0.06387248900618428,136,735,254,0,989,1150,0.005630436635354121,872,0,481,0,0.06706232086464958,0,6242,0,2248,15,0,8505,3994,0.09907786562966037,105808,105657,
0,0.0,0,0,0,0,2240,1008,213705,0.0,151,6,0.06387248900618428,136,735,254,0,989,1150,0.005630436635354121,872,0,481,0,0.06706232086464958,0,6242,0,2248,15,0,8505,3994,0.09907786562966037,105808,105657,
