F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
0,0,2,1,0,0,1,1,0.9666666666666667,3,24,8.0,1.0,0,1,
3,40,923,1,8,117,1,14,0.47850678733031676,340,485,1.4264705882352942,0.6666666666666666,1,1,
5,14,923,3,8,117,3,14,0.32340425531914896,192,238,1.2395833333333333,0.8,0,1,
28,15,923,2,16,117,9,14,0.7062937062937062,236,154,0.652542372881356,0.6136363636363636,14,1,
0,3,366,5,5,24,1,9,0.553921568627451,111,63,0.5675675675675675,1.0,0,1,
0,3,366,5,3,24,1,9,0.4166666666666667,111,63,0.5675675675675675,1.0,0,1,
9,12,366,1,3,24,1,9,0.3466666666666667,195,70,0.358974358974359,0.6111111111111112,0,0,
7,12,366,1,4,24,3,9,0.49666666666666665,195,70,0.358974358974359,0.2857142857142857,4,1,
35,6,215,1,12,6,1,1,0.9369085173501577,241,45,0.18672199170124482,0.6190476190476191,23,1,
12,8,325,2,12,26,3,12,0.6178343949044586,100,42,0.42,0.375,0,1,
19,8,325,2,12,26,3,12,0.45222929936305734,100,42,0.42,0.23684210526315788,0,1,
0,8,325,2,17,26,1,12,0.49044585987261147,100,42,0.42,1.0,0,1,
0,8,325,2,32,26,1,12,0.5222929936305732,100,42,0.42,1.0,0,1,
115,6,325,5,0,26,18,12,0.7754491017964071,235,79,0.33617021276595743,1.0,0,1,
44,6,325,5,0,26,9,12,0.8502994011976048,235,79,0.33617021276595743,1.0,0,1,
0,6,325,5,0,26,1,12,0.38023952095808383,235,79,0.33617021276595743,1.0,0,1,
3,6,325,5,0,26,1,12,0.3323353293413174,235,79,0.33617021276595743,1.0,0,1,
0,6,325,2,28,26,1,12,0.6274509803921569,66,26,0.3939393939393939,1.0,0,1,
5,5,620,2,0,30,2,14,0.48125,95,44,0.4631578947368421,1.0,2,1,
8,10,620,4,8,30,2,14,0.8566978193146417,207,75,0.36231884057971014,0.875,0,1,
3,10,620,4,8,30,1,14,0.7694704049844237,207,75,0.36231884057971014,0.6666666666666666,0,1,
32,10,620,4,12,30,2,14,0.6137071651090342,207,75,0.36231884057971014,0.25,0,1,
0,10,620,4,0,30,1,14,0.24610591900311526,207,75,0.36231884057971014,1.0,0,1,
0,10,620,4,0,30,1,14,0.21806853582554517,207,75,0.36231884057971014,1.0,0,1,
0,10,620,4,0,30,1,14,0.26479750778816197,207,75,0.36231884057971014,1.0,0,1,
17,10,620,4,0,30,2,14,0.205607476635514,207,75,0.36231884057971014,1.0,0,1,
0,10,620,4,0,30,1,14,0.2616822429906542,207,75,0.36231884057971014,1.0,0,1,
14,10,620,3,8,30,2,14,0.3723196881091618,301,149,0.4950166112956811,0.7142857142857143,0,1,
51,10,620,3,8,30,13,14,0.2787524366471735,301,149,0.4950166112956811,0.5686274509803921,0,1,
14,10,620,3,8,30,2,14,0.37816764132553604,301,149,0.4950166112956811,0.7857142857142857,0,1,
18,10,620,3,8,30,4,14,0.40545808966861596,301,149,0.4950166112956811,0.1111111111111111,0,1,
0,10,620,3,0,30,1,14,0.746588693957115,301,149,0.4950166112956811,1.0,0,1,
0,5,620,5,0,30,1,14,0.9659685863874345,231,116,0.5021645021645021,1.0,0,1,
0,2,9513,2,10,601,1,155,0.6888888888888889,62,17,0.27419354838709675,1.0,0,1,
0,2,9513,4,10,601,1,155,0.8613861386138614,155,17,0.10967741935483871,1.0,0,1,
0,2,9513,5,32,601,1,155,0.42258064516129035,241,38,0.15767634854771784,1.0,0,1,
0,2,9513,5,12,601,1,155,0.5580645161290323,241,38,0.15767634854771784,1.0,0,1,
0,2,9513,5,0,601,1,155,0.7903225806451613,241,38,0.15767634854771784,1.0,0,1,
0,2,9513,5,0,601,1,155,0.867741935483871,241,38,0.15767634854771784,1.0,0,1,
0,5,9513,6,15,601,1,155,0.6020408163265306,321,33,0.102803738317757,1.0,0,1,
0,5,9513,6,20,601,1,155,0.7193877551020408,321,33,0.102803738317757,1.0,0,1,
0,2,9513,2,10,601,1,155,0.6027397260273972,43,17,0.3953488372093023,1.0,0,1,
0,56,9513,15,22,601,1,155,0.5801724137931035,990,93,0.09393939393939393,1.0,0,1,
0,56,9513,15,0,601,1,155,0.7129310344827586,990,93,0.09393939393939393,1.0,0,1,
0,56,9513,15,20,601,1,155,0.6327586206896552,990,93,0.09393939393939393,1.0,0,1,
0,56,9513,15,22,601,1,155,0.7301724137931035,990,93,0.09393939393939393,1.0,0,1,
0,56,9513,15,0,601,1,155,0.7939655172413793,990,93,0.09393939393939393,1.0,0,1,
0,56,9513,15,20,601,1,155,0.756896551724138,990,93,0.09393939393939393,1.0,0,1,
0,56,9513,15,19,601,1,155,0.8103448275862069,990,93,0.09393939393939393,1.0,0,1,
0,56,9513,15,19,601,1,155,0.8629310344827587,990,93,0.09393939393939393,1.0,0,1,
0,56,9513,15,23,601,1,155,0.9732758620689655,990,93,0.09393939393939393,1.0,0,1,
18,6,9513,1,16,601,4,155,0.8888888888888888,52,26,0.5,0.7777777777777778,9,1,
0,4,9513,6,0,601,1,155,0.9129593810444874,417,54,0.12949640287769784,1.0,0,1,
0,8,9513,17,0,601,1,155,0.4053229539238376,1146,31,0.027050610820244327,1.0,0,0,
0,8,9513,17,0,601,1,155,0.406480117820324,1146,31,0.027050610820244327,1.0,0,0,
0,8,9513,17,21,601,1,155,0.3600883652430044,1146,31,0.027050610820244327,1.0,0,1,
0,8,9513,17,0,601,1,155,0.2765095729013255,1146,31,0.027050610820244327,1.0,0,0,
8,3,9513,1,8,601,1,155,0.9712230215827338,103,20,0.1941747572815534,0.75,8,1,
0,2,9513,4,0,601,1,155,0.9069767441860465,191,53,0.2774869109947644,1.0,0,1,
0,2,9513,4,0,601,1,155,0.9069767441860465,191,53,0.2774869109947644,1.0,0,1,
0,12,9513,6,0,601,1,155,0.918918918918919,482,75,0.15560165975103735,1.0,0,1,
0,12,9513,6,20,601,1,155,0.856418918918919,482,75,0.15560165975103735,1.0,0,1,
0,12,9513,6,23,601,1,155,0.9543918918918919,482,75,0.15560165975103735,1.0,0,1,
10,86,9513,1,0,601,1,155,0.8255408234473133,1278,55,0.04303599374021909,1.0,0,1,
10,86,9513,1,0,601,1,155,0.8415910676901605,1278,55,0.04303599374021909,1.0,0,1,
18,86,9513,1,8,601,1,155,0.12770411723656663,1278,55,0.04303599374021909,0.1111111111111111,0,1,
41,86,9513,1,8,601,1,155,0.9225401256106072,1278,55,0.04303599374021909,0.04878048780487805,0,1,
12,86,9513,1,8,601,1,155,0.8890439637124913,1278,55,0.04303599374021909,0.16666666666666666,0,1,
18,86,9513,1,8,601,1,155,0.11304954640614097,1278,55,0.04303599374021909,0.1111111111111111,0,1,
12,86,9513,1,12,601,2,155,0.9825540823447313,1278,55,0.04303599374021909,0.75,0,1,
13,86,9513,1,16,601,2,155,0.9546406140963015,1278,55,0.04303599374021909,0.46153846153846156,0,1,
12,86,9513,1,12,601,2,155,0.9972086531751571,1278,55,0.04303599374021909,0.75,0,1,
15,86,9513,1,12,601,2,155,0.30286113049546404,1278,55,0.04303599374021909,0.3333333333333333,0,1,
17,86,9513,1,16,601,2,155,0.473831123517097,1278,55,0.04303599374021909,0.47058823529411764,0,1,
7,86,9513,1,12,601,2,155,0.4577808792742498,1278,55,0.04303599374021909,0.7142857142857143,0,1,
