MT_CORRECTNESS,LI_LAZY_INIT_STATIC,org/apache/poi/POIDataSamples.java,getDDFInstance,89-89,[        if(_instDDF == null) _instDDF = new POIDataSamples("ddf");],,
MT_CORRECTNESS,LI_LAZY_INIT_STATIC,org/apache/poi/POIDataSamples.java,getDiagramInstance,74-74,[        if(_instOpenxml4j == null) _instOpenxml4j = new POIDataSamples("diagram");],,
MT_CORRECTNESS,LI_LAZY_INIT_STATIC,org/apache/poi/POIDataSamples.java,getDocumentInstance,64-64,[        if(_instDocument == null) _instDocument = new POIDataSamples("document");],,
MT_CORRECTNESS,LI_LAZY_INIT_STATIC,org/apache/poi/POIDataSamples.java,getHMEFInstance,104-104,[        if(_instHMEF == null) _instHMEF = new POIDataSamples("hmef");],,
MT_CORRECTNESS,LI_LAZY_INIT_STATIC,org/apache/poi/POIDataSamples.java,getHPSFInstance,94-94,[        if(_instHPSF == null) _instHPSF = new POIDataSamples("hpsf");],,
MT_CORRECTNESS,LI_LAZY_INIT_STATIC,org/apache/poi/POIDataSamples.java,getHSMFInstance,109-109,[        if(_instHSMF == null) _instHSMF = new POIDataSamples("hsmf");],,
MT_CORRECTNESS,LI_LAZY_INIT_STATIC,org/apache/poi/POIDataSamples.java,getOpenXML4JInstance,79-79,[        if(_instDiagram == null) _instDiagram = new POIDataSamples("openxml4j");],,
MT_CORRECTNESS,LI_LAZY_INIT_STATIC,org/apache/poi/POIDataSamples.java,getPOIFSInstance,84-84,[        if(_instPOIFS == null) _instPOIFS = new POIDataSamples("poifs");],,
MT_CORRECTNESS,LI_LAZY_INIT_STATIC,org/apache/poi/POIDataSamples.java,getPublisherInstance,99-99,[        if(_instHPBF == null) _instHPBF = new POIDataSamples("publisher");],,
MT_CORRECTNESS,LI_LAZY_INIT_STATIC,org/apache/poi/POIDataSamples.java,getSlideShowInstance,69-69,[        if(_instSlideshow == null) _instSlideshow = new POIDataSamples("slideshow");],,
MT_CORRECTNESS,LI_LAZY_INIT_STATIC,org/apache/poi/POIDataSamples.java,getSpreadSheetInstance,59-59,[        if(_instSpreadsheet == null) _instSpreadsheet = new POIDataSamples("spreadsheet");],,
BAD_PRACTICE,NP_TOSTRING_COULD_RETURN_NULL,org/apache/poi/POIXMLDocumentPart.java,toString,281-281,[        return packagePart == null ? null : packagePart.toString();],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC,org/apache/poi/POIXMLProperties.java,,170-269,[	public class CoreProperties {, 		private PackagePropertiesPart part;, 		private CoreProperties(PackagePropertiesPart part) {, 			this.part = part;, 		}, , 		public String getCategory() {, 			return part.getCategoryProperty().getValue();, 		}, 		public void setCategory(String category) {, 			part.setCategoryProperty(category);, 		}, 		public String getContentStatus() {, 			return part.getContentStatusProperty().getValue();, 		}, 		public void setContentStatus(String contentStatus) {, 			part.setContentStatusProperty(contentStatus);, 		}, 		public String getContentType() {, 			return part.getContentTypeProperty().getValue();, 		}, 		public void setContentType(String contentType) {, 			part.setContentTypeProperty(contentType);, 		}, 		public Date getCreated() {, 			return part.getCreatedProperty().getValue();, 		}, 		public void setCreated(Nullable<Date> date) {, 			part.setCreatedProperty(date);, 		}, 		public void setCreated(String date) {, 			part.setCreatedProperty(date);, 		}, 		public String getCreator() {, 			return part.getCreatorProperty().getValue();, 		}, 		public void setCreator(String creator) {, 			part.setCreatorProperty(creator);, 		}, 		public String getDescription() {, 			return part.getDescriptionProperty().getValue();, 		}, 		public void setDescription(String description) {, 			part.setDescriptionProperty(description);, 		}, 		public String getIdentifier() {, 			return part.getIdentifierProperty().getValue();, 		}, 		public void setIdentifier(String identifier) {, 			part.setIdentifierProperty(identifier);, 		}, 		public String getKeywords() {, 			return part.getKeywordsProperty().getValue();, 		}, 		public void setKeywords(String keywords) {, 			part.setKeywordsProperty(keywords);, 		}, 		public Date getLastPrinted() {, 			return part.getLastPrintedProperty().getValue();, 		}, 		public void setLastPrinted(Nullable<Date> date) {, 			part.setLastPrintedProperty(date);, 		}, 		public void setLastPrinted(String date) {, 			part.setLastPrintedProperty(date);, 		}, 		public Date getModified() {, 			return part.getModifiedProperty().getValue();, 		}, 		public void setModified(Nullable<Date> date) {, 			part.setModifiedProperty(date);, 		}, 		public void setModified(String date) {, 			part.setModifiedProperty(date);, 		}, 		public String getSubject() {, 			return part.getSubjectProperty().getValue();, 		}, 		public void setSubjectProperty(String subject) {, 			part.setSubjectProperty(subject);, 		}, 		public void setTitle(String title) {, 			part.setTitleProperty(title);, 		}, 		public String getTitle() {, 			return part.getTitleProperty().getValue();, 		}, 		public String getRevision() {, 			return part.getRevisionProperty().getValue();, 		}, 		public void setRevision(String revision) {, 			try {, 				Long.valueOf(revision);, 				part.setRevisionProperty(revision);, 			}, 			catch (NumberFormatException e) {}, 		}, , 		public PackagePropertiesPart getUnderlyingProperties() {, 			return part;],,
