F41,F40,F43,F42,F45,F44,F140,F47,F141,F46,F142,F49,F143,F48,F126,F127,F128,F129,F50,F52,F51,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F138,F139,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,162,2,0,164,3110,0.004320427828385993,2141,0,160,0,0.0293558355122415,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,162,2,0,164,3110,0.004320427828385993,2141,0,160,0,0.0293558355122415,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,162,2,0,164,3110,0.004320427828385993,2141,0,160,0,0.0293558355122415,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,162,2,0,164,3110,0.004320427828385993,2141,0,160,0,0.0293558355122415,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,162,2,0,164,3110,0.004320427828385993,2141,0,160,0,0.0293558355122415,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,162,2,0,164,3110,0.004320427828385993,2141,0,160,0,0.0293558355122415,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,162,2,0,164,3110,0.004320427828385993,2141,0,160,0,0.0293558355122415,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,162,2,0,164,3110,0.004320427828385993,2141,0,160,0,0.0293558355122415,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,162,2,0,164,3110,0.004320427828385993,2141,0,160,0,0.0293558355122415,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,162,2,0,164,3110,0.004320427828385993,2141,0,160,0,0.0293558355122415,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,162,2,0,164,3110,0.004320427828385993,2141,0,160,0,0.0293558355122415,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,273,50,41,364,3110,0.004320427828385993,2141,0,223,0,0.18340966837183728,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,106,1,0,107,3110,0.004320427828385993,2141,0,105,0,0.08911097241145757,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,106,1,0,107,3110,0.004320427828385993,2141,0,105,0,0.08911097241145757,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,106,1,0,107,3110,0.004320427828385993,2141,0,105,0,0.08911097241145757,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,112,0,1,113,3110,0.004320427828385993,2141,0,112,0,0.11625999448580093,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,64,30,0,94,3110,0.004320427828385993,2141,0,34,0,0.07801159418583661,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,64,30,0,94,3110,0.004320427828385993,2141,0,34,0,0.07801159418583661,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,64,30,0,94,3110,0.004320427828385993,2141,0,34,0,0.07801159418583661,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,64,30,0,94,3110,0.004320427828385993,2141,0,34,0,0.07801159418583661,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,37,12,0,49,3110,0.004320427828385993,2141,0,25,0,0.0867607965886272,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,37,12,0,49,3110,0.004320427828385993,2141,0,25,0,0.0867607965886272,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,129,3,0,132,3110,0.004320427828385993,2141,0,126,0,0.05933512737508804,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,129,3,0,132,3110,0.004320427828385993,2141,0,126,0,0.05933512737508804,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
0,0.0,0,0,0,0,21035,2583,395391,0.0,176360,85,0.06310813111792438,442,129,3,0,132,3110,0.004320427828385993,2141,0,126,0,0.05933512737508804,0,1464,0,258,75,0,1797,1206,0.0909440128801517,275358,98998,
1,0.0,0,1,0,2,21035,2583,395391,0.0024691358024691358,176360,85,0.06310813111792438,442,152,4,11,167,3110,0.004320427828385993,2141,0,148,0,0.4192005813304662,0,5857,0,3179,303,0,9339,2678,0.08473177481918655,275358,98998,
1,0.0,0,1,0,2,21035,2583,395391,0.0024691358024691358,176360,85,0.06310813111792438,442,84,58,3,145,3110,0.004320427828385993,2141,0,26,0,0.3229801635100565,0,5857,0,3179,303,0,9339,2678,0.08473177481918655,275358,98998,
1,0.0,0,1,0,2,21035,2583,395391,0.0024691358024691358,176360,85,0.06310813111792438,442,40,59,2,101,3110,0.004320427828385993,2141,0,-19,0,0.03053132620302095,0,5857,0,3179,303,0,9339,2678,0.08473177481918655,275358,98998,
