F72,F54,F53,F55,F25,F26,
5275,org/apache/poi,apache,org/apache/poi/POIDataSamples.java,1239,true,
5275,org/apache/poi,apache,org/apache/poi/POIDataSamples.java,1239,true,
5275,org/apache/poi,apache,org/apache/poi/POIDataSamples.java,1239,true,
5275,org/apache/poi,apache,org/apache/poi/POIDataSamples.java,1239,true,
5275,org/apache/poi,apache,org/apache/poi/POIDataSamples.java,1239,true,
5275,org/apache/poi,apache,org/apache/poi/POIDataSamples.java,1239,true,
5275,org/apache/poi,apache,org/apache/poi/POIDataSamples.java,1239,true,
5275,org/apache/poi,apache,org/apache/poi/POIDataSamples.java,1239,true,
5275,org/apache/poi,apache,org/apache/poi/POIDataSamples.java,1239,true,
5275,org/apache/poi,apache,org/apache/poi/POIDataSamples.java,1239,true,
5275,org/apache/poi,apache,org/apache/poi/POIDataSamples.java,1239,true,
4448,org/apache/poi,apache,org/apache/poi/POIXMLDocumentPart.java,590,true,
4881,org/apache/poi,apache,org/apache/poi/POIXMLProperties.java,927,true,
4881,org/apache/poi,apache,org/apache/poi/POIXMLProperties.java,927,true,
4881,org/apache/poi,apache,org/apache/poi/POIXMLProperties.java,927,true,
5948,org/apache/poi,apache,org/apache/poi/POIXMLPropertiesTextExtractor.java,1611,true,
5387,org/apache/poi,apache,org/apache/poi/TestPOIDocumentScratchpad.java,1330,true,
5387,org/apache/poi,apache,org/apache/poi/TestPOIDocumentScratchpad.java,1330,true,
5387,org/apache/poi,apache,org/apache/poi/TestPOIDocumentScratchpad.java,1330,true,
5387,org/apache/poi,apache,org/apache/poi/TestPOIDocumentScratchpad.java,1330,true,
5266,org/apache/poi,apache,org/apache/poi/TestPOIXMLDocument.java,1237,true,
5266,org/apache/poi,apache,org/apache/poi/TestPOIXMLDocument.java,1237,true,
5317,org/apache/poi,apache,org/apache/poi/TestPOIXMLProperties.java,1271,true,
5317,org/apache/poi,apache,org/apache/poi/TestPOIXMLProperties.java,1271,true,
5317,org/apache/poi,apache,org/apache/poi/TestPOIXMLProperties.java,1271,true,
4085,org/apache/poi/ddf,apache,org/apache/poi/ddf/AbstractEscherOptRecord.java,531,true,
6064,org/apache/poi/ddf,apache,org/apache/poi/ddf/DefaultEscherRecordFactory.java,1634,true,
7377,org/apache/poi/ddf,apache,org/apache/poi/ddf/EscherComplexProperty.java,3199,true,
7377,org/apache/poi/ddf,apache,org/apache/poi/ddf/EscherArrayProperty.java,3199,true,
3676,org/apache/poi/ddf,apache,org/apache/poi/ddf/EscherBSERecord.java,254,true,
3676,org/apache/poi/ddf,apache,org/apache/poi/ddf/EscherBSERecord.java,254,true,
3676,org/apache/poi/ddf,apache,org/apache/poi/ddf/EscherBSERecord.java,254,true,
3676,org/apache/poi/ddf,apache,org/apache/poi/ddf/EscherBSERecord.java,254,true,
3676,org/apache/poi/ddf,apache,org/apache/poi/ddf/EscherBSERecord.java,254,true,
3676,org/apache/poi/ddf,apache,org/apache/poi/ddf/EscherBSERecord.java,254,true,
3676,org/apache/poi/ddf,apache,org/apache/poi/ddf/EscherBSERecord.java,254,true,
5394,org/apache/poi/ddf,apache,org/apache/poi/ddf/EscherBitmapBlip.java,1331,true,
5394,org/apache/poi/ddf,apache,org/apache/poi/ddf/EscherBitmapBlip.java,1331,true,
5394,org/apache/poi/ddf,apache,org/apache/poi/ddf/EscherBitmapBlip.java,1331,true,
5394,org/apache/poi/ddf,apache,org/apache/poi/ddf/EscherBitmapBlip.java,1331,true,
3997,org/apache/poi/ddf,apache,org/apache/poi/ddf/EscherBlipRecord.java,498,true,
3997,org/apache/poi/ddf,apache,org/apache/poi/ddf/EscherBlipRecord.java,498,true,
3997,org/apache/poi/ddf,apache,org/apache/poi/ddf/EscherBlipRecord.java,498,true,
7270,org/apache/poi/ddf,apache,org/apache/poi/ddf/EscherBlipWMFRecord.java,2812,true,
