F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
4,17,1275,2,8,157,2,30,0.34099616858237547,189,39,0.20634920634920634,0.5,0,1,
4,17,1275,2,8,157,2,30,0.2835249042145594,189,39,0.20634920634920634,0.5,0,1,
4,17,1275,2,8,157,2,30,0.24521072796934865,189,39,0.20634920634920634,0.5,0,1,
4,17,1275,2,8,157,2,30,0.39846743295019155,189,39,0.20634920634920634,0.5,0,1,
4,17,1275,2,8,157,2,30,0.36015325670498083,189,39,0.20634920634920634,0.5,0,1,
4,17,1275,2,8,157,2,30,0.41762452107279696,189,39,0.20634920634920634,0.5,0,1,
4,17,1275,2,8,157,2,30,0.30268199233716475,189,39,0.20634920634920634,0.5,0,1,
4,17,1275,2,8,157,2,30,0.3218390804597701,189,39,0.20634920634920634,0.5,0,1,
4,17,1275,2,8,157,2,30,0.3793103448275862,189,39,0.20634920634920634,0.5,0,1,
4,17,1275,2,8,157,2,30,0.26436781609195403,189,39,0.20634920634920634,0.5,0,1,
4,17,1275,2,8,157,2,30,0.2260536398467433,189,39,0.20634920634920634,0.5,0,1,
3,28,1275,1,8,157,1,30,0.6244444444444445,222,182,0.8198198198198198,0.6666666666666666,1,1,
0,5,1275,5,0,157,1,30,0.4336734693877551,284,70,0.24647887323943662,1.0,0,1,
0,5,1275,5,0,157,1,30,0.7397959183673469,284,70,0.24647887323943662,1.0,0,1,
0,5,1275,5,0,157,1,30,0.7040816326530612,284,70,0.24647887323943662,1.0,0,1,
6,5,1275,1,0,157,1,30,0.5480769230769231,57,24,0.42105263157894735,1.0,0,1,
6,5,1275,1,0,157,1,30,0.75,57,24,0.42105263157894735,1.0,0,1,
11,5,1275,1,0,157,1,30,0.8653846153846154,57,24,0.42105263157894735,1.0,0,1,
7,5,1275,1,0,157,1,30,0.6442307692307693,57,24,0.42105263157894735,1.0,8,1,
62,6,1275,3,8,157,5,30,0.6225806451612903,114,9,0.07894736842105263,0.13709677419354838,32,0,
31,6,1275,3,8,157,3,30,0.6193548387096774,114,9,0.07894736842105263,0.25806451612903225,32,1,
22,8,1275,1,0,157,1,30,0.33170731707317075,155,9,0.05806451612903226,1.0,32,1,
22,8,1275,1,0,157,1,30,0.33658536585365856,155,9,0.05806451612903226,1.0,32,1,
22,8,1275,1,0,157,1,30,0.34146341463414637,155,9,0.05806451612903226,1.0,32,1,
0,10,3940,2,13,462,1,60,0.7374301675977654,134,23,0.17164179104477612,1.0,0,1,
39,3,3940,1,0,462,7,60,0.7094594594594594,101,34,0.33663366336633666,1.0,20,6,
11,9,3940,1,8,462,4,60,0.708029197080292,65,52,0.8,0.6060606060606061,0,1,
17,15,3940,1,0,462,4,60,0.7927461139896373,127,41,0.3228346456692913,1.0,7,1,
3,32,3940,1,8,462,1,60,0.8579545454545454,230,75,0.32608695652173914,0.6666666666666666,0,1,
3,32,3940,1,8,462,1,60,0.5113636363636364,230,75,0.32608695652173914,0.6666666666666666,0,1,
3,32,3940,1,8,462,1,60,0.8778409090909091,230,75,0.32608695652173914,0.6666666666666666,0,1,
3,32,3940,1,8,462,1,60,0.53125,230,75,0.32608695652173914,0.6666666666666666,0,1,
3,32,3940,1,8,462,1,60,0.36363636363636365,230,75,0.32608695652173914,0.6666666666666666,0,0,
3,32,3940,1,6,462,1,60,0.3806818181818182,230,75,0.32608695652173914,0.8333333333333334,0,0,
30,32,3940,1,0,462,6,60,0.3409090909090909,230,75,0.32608695652173914,1.0,15,2,
