F41,F40,F43,F42,F45,F44,F140,F47,F141,F46,F142,F49,F143,F48,F126,F127,F128,F129,F50,F52,F51,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F138,F139,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,85,24,8,117,7115,0.005890264416515158,5614,0,61,0,0.020614795967415205,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,85,24,8,117,7115,0.005890264416515158,5614,0,61,0,0.020614795967415205,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,85,24,8,117,7115,0.005890264416515158,5614,0,61,0,0.020614795967415205,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,85,24,8,117,7115,0.005890264416515158,5614,0,61,0,0.020614795967415205,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,85,24,8,117,7115,0.005890264416515158,5614,0,61,0,0.020614795967415205,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,85,24,8,117,7115,0.005890264416515158,5614,0,61,0,0.020614795967415205,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,85,24,8,117,7115,0.005890264416515158,5614,0,61,0,0.020614795967415205,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,85,24,8,117,7115,0.005890264416515158,5614,0,61,0,0.020614795967415205,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,85,24,8,117,7115,0.005890264416515158,5614,0,61,0,0.020614795967415205,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,85,24,8,117,7115,0.005890264416515158,5614,0,61,0,0.020614795967415205,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,85,24,8,117,7115,0.005890264416515158,5614,0,61,0,0.020614795967415205,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,44,0,0,44,7115,0.005890264416515158,5614,0,44,0,0.6197183098591549,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.2830188679245283,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,236,64,277,577,7115,0.005890264416515158,5614,0,172,15,0.20300545047820648,15,1653,0,259,376,15,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,106,1,0,107,7115,0.005890264416515158,5614,0,105,0,0.08911097241145757,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,106,1,0,107,7115,0.005890264416515158,5614,0,105,0,0.08911097241145757,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,106,1,0,107,7115,0.005890264416515158,5614,0,105,0,0.08911097241145757,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,112,0,1,113,7115,0.005890264416515158,5614,0,112,0,0.11625999448580093,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,64,30,0,94,7115,0.005890264416515158,5614,0,34,0,0.07801159418583661,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,64,30,0,94,7115,0.005890264416515158,5614,0,34,0,0.07801159418583661,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,64,30,0,94,7115,0.005890264416515158,5614,0,34,0,0.07801159418583661,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,64,30,0,94,7115,0.005890264416515158,5614,0,34,0,0.07801159418583661,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.06513409961685823,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,100,3,5,108,7115,0.005890264416515158,5614,0,97,17,0.05085119022536875,17,1653,0,259,376,17,2288,1394,0.11620031014664133,284737,98170,
38,0.06513409961685823,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,100,3,5,108,7115,0.005890264416515158,5614,0,97,17,0.05085119022536875,17,1653,0,259,376,17,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,129,3,0,132,7115,0.005890264416515158,5614,0,126,0,0.05933512737508804,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,129,3,0,132,7115,0.005890264416515158,5614,0,126,0,0.05933512737508804,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
38,0.0,0,0,38,38,20464,6221,403371,0.01597696188285189,186567,287,0.0619124047338531,607,129,3,0,132,7115,0.005890264416515158,5614,0,126,0,0.05933512737508804,0,1653,0,259,376,0,2288,1394,0.11620031014664133,284737,98170,
19,0.0,0,12,7,31,20464,6221,403371,0.007117343863033519,186567,287,0.0619124047338531,607,152,4,11,167,7115,0.005890264416515158,5614,0,148,0,0.4192005813304662,0,6053,0,3250,293,0,9596,2803,0.09007778329233072,284737,98170,
19,0.0,0,12,7,31,20464,6221,403371,0.007117343863033519,186567,287,0.0619124047338531,607,84,58,3,145,7115,0.005890264416515158,5614,0,26,0,0.3229801635100565,0,6053,0,3250,293,0,9596,2803,0.09007778329233072,284737,98170,
19,0.0,0,12,7,31,20464,6221,403371,0.007117343863033519,186567,287,0.0619124047338531,607,40,59,2,101,7115,0.005890264416515158,5614,0,-19,0,0.03053132620302095,0,6053,0,3250,293,0,9596,2803,0.09007778329233072,284737,98170,
19,0.0,0,12,7,31,20464,6221,403371,0.007117343863033519,186567,287,0.0619124047338531,607,224,80,4,308,7115,0.005890264416515158,5614,0,144,0,0.2220882907458135,0,6053,0,3250,293,0,9596,2803,0.09007778329233072,284737,98170,
19,0.0,0,12,7,31,20464,6221,403371,0.007117343863033519,186567,287,0.0619124047338531,607,48,9,0,57,7115,0.005890264416515158,5614,0,39,0,0.08644480921192198,0,6053,0,3250,293,0,9596,2803,0.09007778329233072,284737,98170,
19,0.0,0,12,7,31,20464,6221,403371,0.007117343863033519,186567,287,0.0619124047338531,607,48,9,0,57,7115,0.005890264416515158,5614,0,39,0,0.08644480921192198,0,6053,0,3250,293,0,9596,2803,0.09007778329233072,284737,98170,
19,0.0,0,12,7,31,20464,6221,403371,0.007117343863033519,186567,287,0.0619124047338531,607,48,9,0,57,7115,0.005890264416515158,5614,0,39,0,0.08644480921192198,0,6053,0,3250,293,0,9596,2803,0.09007778329233072,284737,98170,
19,0.0,0,12,7,31,20464,6221,403371,0.007117343863033519,186567,287,0.0619124047338531,607,48,9,0,57,7115,0.005890264416515158,5614,0,39,0,0.08644480921192198,0,6053,0,3250,293,0,9596,2803,0.09007778329233072,284737,98170,
19,0.0,0,12,7,31,20464,6221,403371,0.007117343863033519,186567,287,0.0619124047338531,607,48,9,0,57,7115,0.005890264416515158,5614,0,39,0,0.08644480921192198,0,6053,0,3250,293,0,9596,2803,0.09007778329233072,284737,98170,
19,0.0,0,12,7,31,20464,6221,403371,0.007117343863033519,186567,287,0.0619124047338531,607,48,9,0,57,7115,0.005890264416515158,5614,0,39,0,0.08644480921192198,0,6053,0,3250,293,0,9596,2803,0.09007778329233072,284737,98170,
19,0.0,0,12,7,31,20464,6221,403371,0.007117343863033519,186567,287,0.0619124047338531,607,48,9,0,57,7115,0.005890264416515158,5614,0,39,0,0.08644480921192198,0,6053,0,3250,293,0,9596,2803,0.09007778329233072,284737,98170,
19,0.0,0,12,7,31,20464,6221,403371,0.007117343863033519,186567,287,0.0619124047338531,607,140,9,0,149,7115,0.005890264416515158,5614,0,131,0,0.2808777631319789,0,6053,0,3250,293,0,9596,2803,0.09007778329233072,284737,98170,
19,0.0,0,12,7,31,20464,6221,403371,0.007117343863033519,186567,287,0.0619124047338531,607,140,9,0,149,7115,0.005890264416515158,5614,0,131,0,0.2808777631319789,0,6053,0,3250,293,0,9596,2803,0.09007778329233072,284737,98170,
19,0.0,0,12,7,31,20464,6221,403371,0.007117343863033519,186567,287,0.0619124047338531,607,140,9,0,149,7115,0.005890264416515158,5614,0,131,0,0.2808777631319789,0,6053,0,3250,293,0,9596,2803,0.09007778329233072,284737,98170,
19,0.0,0,12,7,31,20464,6221,403371,0.007117343863033519,186567,287,0.0619124047338531,607,140,9,0,149,7115,0.005890264416515158,5614,0,131,0,0.2808777631319789,0,6053,0,3250,293,0,9596,2803,0.09007778329233072,284737,98170,
19,0.0,0,12,7,31,20464,6221,403371,0.007117343863033519,186567,287,0.0619124047338531,607,401,357,2,760,7115,0.005890264416515158,5614,0,44,0,0.15309070476268877,0,6053,0,3250,293,0,9596,2803,0.09007778329233072,284737,98170,
