F61,F77,F88,F70,
4,1997,1593,5266,
4,1997,1593,5266,
4,1997,1593,5266,
2,1315,1040,4584,
4,1997,1593,5266,
4,1997,1593,5266,
4,1997,1593,5266,
4,1997,1593,5266,
4,1997,1593,5266,
4,1997,1593,5266,
4,1997,1593,5266,
0,174,189,3443,
16,2059,1640,5328,
10,2252,1798,5521,
10,2252,1798,5521,
10,2252,1798,5521,
0,505,721,3774,
4,3465,2296,6734,
4,3465,2296,6734,
4,3465,2296,6734,
4,3465,2296,6734,
8,2021,1606,5290,
8,2021,1606,5290,
10,2048,1628,5317,
10,2048,1628,5317,
10,2048,1628,5317,
6,816,887,4085,
4,2125,1688,5394,
5,4108,3555,7377,
2,2125,1688,5394,
3,2125,1688,5394,
9,4108,3555,7377,
3,2125,1688,5394,
3,2125,1688,5394,
9,4108,3555,7377,
9,4108,3555,7377,
3,2125,1688,5394,
6,3999,3167,7268,
6,3999,3167,7268,
6,3999,3167,7268,
6,3999,3167,7268,
3,3482,2320,6751,
3,3482,2320,6751,
8,4108,3555,7377,
5,4108,3555,7377,
10,4108,3555,7377,
10,4108,3555,7377,
10,4108,3555,7377,
10,4108,3555,7377,
10,4108,3555,7377,
10,4108,3555,7377,
6,4108,3555,7377,
6,4108,3555,7377,
6,4108,3555,7377,
6,4108,3555,7377,
6,4108,3555,7377,
6,4108,3555,7377,
2,2125,1688,5394,
2,2125,1688,5394,
2,2125,1688,5394,
2,2125,1688,5394,
5,4108,3555,7377,
5,4108,3555,7377,
12,4108,3555,7377,
3,2125,1688,5394,
3,2125,1688,5394,
3,4108,3555,7377,
3,4108,3555,7377,
3,4108,3555,7377,
3,2069,1656,5338,
6,2986,2072,6255,
3,2069,1656,5338,
8,3482,2320,6751,
4,2125,1688,5394,
4,2125,1688,5394,
6,3482,2320,6751,
3,2125,1688,5394,
7,4108,3555,7377,
7,4108,3555,7377,
8,4108,3555,7377,
8,4108,3555,7377,
8,4108,3555,7377,
8,4108,3555,7377,
2,2069,1656,5338,
6,2986,2072,6255,
6,2986,2072,6255,
6,2986,2072,6255,
6,2986,2072,6255,
6,2986,2072,6255,
6,2986,2072,6255,
6,2986,2072,6255,
11,4108,3555,7377,
8,4108,3555,7377,
8,4108,3555,7377,
9,5243,4309,8512,
1,3980,3152,7249,
6,4863,4247,8132,
9,5243,4309,8512,
9,5243,4309,8512,
0,1765,1449,5034,
31,5408,4353,8677,
31,5408,4353,8677,
21,5408,4353,8677,
21,5408,4353,8677,
21,5408,4353,8677,
4,1744,1438,5013,
4,1744,1438,5013,
4,4751,4200,8020,
4,4751,4200,8020,
4,4751,4200,8020,
4,4751,4200,8020,
6,5358,4330,8627,
6,5358,4330,8627,
6,5358,4330,8627,
6,5358,4330,8627,
5,5358,4330,8627,
5,5358,4330,8627,
5,5358,4330,8627,
5,5358,4330,8627,
5,5358,4330,8627,
8,5358,4330,8627,
8,5358,4330,8627,
8,5358,4330,8627,
8,5358,4330,8627,
8,5358,4330,8627,
8,5358,4330,8627,
8,5358,4330,8627,
8,5358,4330,8627,
8,5358,4330,8627,
8,5358,4330,8627,
8,5358,4330,8627,
8,5358,4330,8627,
8,5358,4330,8627,
8,5358,4330,8627,
8,5358,4330,8627,
5,5358,4330,8627,
5,5358,4330,8627,
5,5358,4330,8627,
5,5358,4330,8627,
5,5358,4330,8627,
5,5358,4330,8627,
5,5358,4330,8627,
5,5358,4330,8627,
5,5358,4330,8627,
15,5358,4330,8627,
15,5358,4330,8627,
15,5358,4330,8627,
15,5358,4330,8627,
15,5358,4330,8627,
15,5358,4330,8627,
16,5408,4353,8677,
12,4642,4118,7911,
13,5352,4326,8621,
14,5356,4330,8625,
15,5358,4330,8627,
15,5358,4330,8627,
15,5358,4330,8627,
5,5358,4330,8627,
5,5358,4330,8627,
7,5358,4330,8627,
5,5358,4330,8627,
5,5358,4330,8627,
5,5358,4330,8627,
5,5358,4330,8627,
5,5358,4330,8627,
4,4753,4200,8022,
4,4753,4200,8022,
10,4767,4205,8036,
8,4754,4200,8023,
8,4754,4200,8023,
10,4767,4205,8036,
16,5218,4306,8487,
15,5208,4302,8477,
16,5218,4306,8487,
16,5218,4306,8487,
4,4754,4200,8023,
8,5218,4306,8487,
8,4767,4205,8036,
6,5218,4306,8487,
6,5218,4306,8487,
10,5205,4301,8474,
10,5205,4301,8474,
6,5218,4306,8487,
5,5205,4301,8474,
8,5218,4306,8487,
8,5218,4306,8487,
8,5218,4306,8487,
14,5218,4306,8487,
14,5218,4306,8487,
14,5218,4306,8487,
14,5218,4306,8487,
14,5218,4306,8487,
14,5218,4306,8487,
14,5218,4306,8487,
14,5218,4306,8487,
14,5218,4306,8487,
14,5218,4306,8487,
14,5218,4306,8487,
13,4899,4261,8168,
14,5218,4306,8487,
14,5218,4306,8487,
14,5218,4306,8487,
14,5218,4306,8487,
14,5218,4306,8487,
5,4899,4261,8168,
5,4899,4261,8168,
5,4899,4261,8168,
5,4899,4261,8168,
5,4899,4261,8168,
5,4899,4261,8168,
5,4899,4261,8168,
6,5218,4306,8487,
5,4899,4261,8168,
5,4899,4261,8168,
5,4899,4261,8168,
5,4899,4261,8168,
9,5200,4301,8469,
10,4898,4261,8167,
10,4898,4261,8167,
10,4898,4261,8167,
10,4898,4261,8167,
10,4898,4261,8167,
10,4898,4261,8167,
10,4898,4261,8167,
10,4898,4261,8167,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
11,5035,4276,8304,
11,5035,4276,8304,
15,5202,4301,8471,
15,5202,4301,8471,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
10,5033,4276,8302,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
10,5033,4276,8302,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
9,4898,4261,8167,
10,5033,4276,8302,
10,5033,4276,8302,
9,5033,4276,8302,
9,5033,4276,8302,
9,5033,4276,8302,
9,5033,4276,8302,
8,4898,4261,8167,
9,5033,4276,8302,
9,5033,4276,8302,
9,5033,4276,8302,
9,5033,4276,8302,
9,5033,4276,8302,
8,4898,4261,8167,
9,5033,4276,8302,
8,4898,4261,8167,
8,4898,4261,8167,
8,4898,4261,8167,
8,4898,4261,8167,
8,4898,4261,8167,
8,4898,4261,8167,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
8,4898,4261,8167,
8,4898,4261,8167,
8,4898,4261,8167,
8,4898,4261,8167,
8,4898,4261,8167,
8,4898,4261,8167,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
10,5033,4276,8302,
5,4757,4200,8026,
5,4757,4200,8026,
15,5408,4353,8677,
15,5408,4353,8677,
6,5408,4353,8677,
6,5408,4353,8677,
11,5408,4353,8677,
11,5408,4353,8677,
11,5408,4353,8677,
11,5408,4353,8677,
11,5408,4353,8677,
11,5408,4353,8677,
11,5408,4353,8677,
11,5408,4353,8677,
14,5408,4353,8677,
14,5408,4353,8677,
14,5408,4353,8677,
3,2118,1686,5387,
6,5408,4353,8677,
6,5408,4353,8677,
6,5408,4353,8677,
6,5408,4353,8677,
6,5408,4353,8677,
6,5408,4353,8677,
8,5408,4353,8677,
8,5408,4353,8677,
3,5408,4353,8677,
9,5408,4353,8677,
4,5408,4353,8677,
4,5408,4353,8677,
5,5408,4353,8677,
5,5408,4353,8677,
5,5408,4353,8677,
5,5408,4353,8677,
5,5408,4353,8677,
5,5408,4353,8677,
6,5408,4353,8677,
6,5408,4353,8677,
3,2118,1686,5387,
6,5408,4353,8677,
6,5408,4353,8677,
9,5408,4353,8677,
5,1395,1107,4664,
1,1310,1036,4579,
4,1395,1107,4664,
4,1395,1107,4664,
4,1395,1107,4664,
7,1395,1107,4664,
3,1309,1035,4578,
3,1309,1035,4578,
3,1309,1035,4578,
2,1290,1033,4559,
6,5408,4353,8677,
3,1312,1037,4581,
3,1312,1037,4581,
3,1312,1037,4581,
1,1310,1036,4579,
1,1309,1035,4578,
2,1312,1037,4581,
2,1312,1037,4581,
1,1310,1036,4579,
1,1308,1035,4577,
1,1308,1035,4577,
1,1308,1035,4577,
1,1308,1035,4577,
1,1308,1035,4577,
1,1308,1035,4577,
1,1308,1035,4577,
1,1308,1035,4577,
1,1308,1035,4577,
3,5408,4353,8677,
0,1309,1035,4578,
0,1309,1035,4578,
0,1309,1035,4578,
0,1309,1035,4578,
0,1309,1035,4578,
8,5408,4353,8677,
8,5408,4353,8677,
8,5408,4353,8677,
5,5408,4353,8677,
5,5408,4353,8677,
5,5408,4353,8677,
5,5408,4353,8677,
10,5408,4353,8677,
10,5408,4353,8677,
9,5408,4353,8677,
9,5408,4353,8677,
5,5408,4353,8677,
5,5408,4353,8677,
5,5408,4353,8677,
5,5408,4353,8677,
5,5408,4353,8677,
10,4224,3763,7493,
15,4721,4186,7990,
15,4721,4186,7990,
4,592,802,3861,
0,161,189,3430,
6,3821,2866,7090,
30,5379,4339,8648,
2,3821,2866,7090,
1,600,803,3869,
1,600,803,3869,
1,600,803,3869,
1,600,803,3869,
1,600,803,3869,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
8,3821,2866,7090,
10,4249,3777,7518,
22,4893,4261,8162,
15,4214,3758,7483,
18,4231,3772,7500,
33,5379,4339,8648,
15,4214,3758,7483,
1,1766,1449,5035,
19,4249,3777,7518,
10,4025,3234,7294,
30,5379,4339,8648,
25,5379,4339,8648,
3,3821,2866,7090,
3,3821,2866,7090,
33,5379,4339,8648,
33,5379,4339,8648,
33,5379,4339,8648,
33,5379,4339,8648,
1,154,184,3423,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
6,3821,2866,7090,
0,470,687,3739,
0,2010,1597,5279,
0,2010,1597,5279,
0,2010,1597,5279,
11,4909,4263,8178,
11,4909,4263,8178,
11,4909,4263,8178,
11,4909,4263,8178,
11,4909,4263,8178,
11,4909,4263,8178,
11,4909,4263,8178,
11,4909,4263,8178,
11,4909,4263,8178,
11,4909,4263,8178,
11,4909,4263,8178,
11,4909,4263,8178,
11,4909,4263,8178,
11,4909,4263,8178,
11,4909,4263,8178,
