F61,F77,F88,F70,
3,1620,1044,5266,
3,1620,1044,5266,
3,1620,1044,5266,
1,938,490,4584,
3,1620,1044,5266,
3,1620,1044,5266,
3,1620,1044,5266,
3,1620,1044,5266,
3,1620,1044,5266,
3,1620,1044,5266,
3,1620,1044,5266,
13,1682,1090,5328,
10,1875,1249,5521,
10,1875,1249,5521,
10,1875,1249,5521,
0,128,171,3774,
4,3088,1746,6734,
4,3088,1746,6734,
4,3088,1746,6734,
4,3088,1746,6734,
7,1644,1056,5290,
7,1644,1056,5290,
10,1671,1078,5317,
10,1671,1078,5317,
10,1671,1078,5317,
5,439,338,4085,
4,1748,1138,5394,
5,3731,3005,7377,
2,1748,1138,5394,
3,1748,1138,5394,
9,3731,3005,7377,
3,1748,1138,5394,
3,1748,1138,5394,
9,3731,3005,7377,
9,3731,3005,7377,
3,1748,1138,5394,
6,3622,2617,7268,
6,3622,2617,7268,
6,3622,2617,7268,
6,3622,2617,7268,
3,3105,1770,6751,
3,3105,1770,6751,
8,3731,3005,7377,
5,3624,2619,7270,
5,3624,2619,7270,
5,3624,2619,7270,
5,3624,2619,7270,
5,3624,2619,7270,
5,3624,2619,7270,
5,3624,2619,7270,
5,3624,2619,7270,
5,3731,3005,7377,
10,3731,3005,7377,
10,3731,3005,7377,
10,3731,3005,7377,
10,3731,3005,7377,
10,3731,3005,7377,
10,3731,3005,7377,
6,3731,3005,7377,
6,3731,3005,7377,
6,3731,3005,7377,
6,3731,3005,7377,
6,3731,3005,7377,
6,3731,3005,7377,
2,1748,1138,5394,
2,1748,1138,5394,
2,1748,1138,5394,
2,1748,1138,5394,
5,3731,3005,7377,
5,3731,3005,7377,
12,3731,3005,7377,
3,1748,1138,5394,
3,1748,1138,5394,
3,3731,3005,7377,
3,3731,3005,7377,
3,3731,3005,7377,
2,1692,1107,5338,
5,2609,1523,6255,
2,1692,1107,5338,
7,3105,1770,6751,
3,1748,1138,5394,
3,1748,1138,5394,
6,3105,1770,6751,
3,1748,1138,5394,
7,3731,3005,7377,
7,3731,3005,7377,
8,3731,3005,7377,
8,3731,3005,7377,
8,3731,3005,7377,
8,3731,3005,7377,
2,1692,1107,5338,
6,2609,1523,6255,
6,2609,1523,6255,
6,2609,1523,6255,
6,2609,1523,6255,
6,2609,1523,6255,
6,2609,1523,6255,
6,2609,1523,6255,
11,3731,3005,7377,
8,3731,3005,7377,
8,3731,3005,7377,
9,4866,3759,8512,
1,3603,2602,7249,
6,4486,3698,8132,
9,4866,3759,8512,
9,4866,3759,8512,
0,1388,899,5034,
31,5031,3804,8677,
31,5031,3804,8677,
21,5031,3804,8677,
21,5031,3804,8677,
21,5031,3804,8677,
