F61,F77,F88,F70,
22,4365,2632,7096,
12,2451,1660,5182,
21,4360,2631,7091,
21,4360,2631,7091,
9,2448,1660,5179,
22,4365,2632,7096,
22,4365,2632,7096,
22,4365,2632,7096,
22,4365,2632,7096,
22,4365,2632,7096,
6,3349,2066,6080,
18,5042,2844,7773,
4,3348,2065,6079,
10,1220,820,3951,
6,484,281,3215,
1,1220,820,3951,
1,1220,820,3951,
11,1220,820,3951,
11,1220,820,3951,
11,1220,820,3951,
9,1220,820,3951,
4,479,280,3210,
9,1220,820,3951,
9,1220,820,3951,
9,1220,820,3951,
0,330,157,3061,
1,1220,820,3951,
1,363,175,3094,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
2,1220,820,3951,
2,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
2,1220,820,3951,
2,1220,820,3951,
1,1220,820,3951,
3,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
6,1220,820,3951,
5,905,623,3636,
5,905,623,3636,
6,1220,820,3951,
6,1220,820,3951,
4,1220,820,3951,
4,1220,820,3951,
4,1220,820,3951,
4,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,351,171,3082,
1,351,171,3082,
1,351,171,3082,
1,351,171,3082,
1,351,171,3082,
1,351,171,3082,
3,355,171,3086,
20,1220,820,3951,
20,1220,820,3951,
19,910,632,3641,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
14,1220,820,3951,
7,1220,820,3951,
7,1220,820,3951,
7,1220,820,3951,
7,1220,820,3951,
7,1220,820,3951,
7,1220,820,3951,
7,1220,820,3951,
7,1220,820,3951,
7,1220,820,3951,
7,1220,820,3951,
7,1220,820,3951,
7,1220,820,3951,
7,1220,820,3951,
7,1220,820,3951,
12,641,415,3372,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
3,1220,820,3951,
1,640,415,3371,
3,1220,820,3951,
2,1220,820,3951,
2,1220,820,3951,
2,1220,820,3951,
2,1220,820,3951,
0,1220,820,3951,
15,764,473,3495,
18,1220,820,3951,
18,1220,820,3951,
18,1220,820,3951,
1,187,83,2918,
18,1220,820,3951,
18,1220,820,3951,
4,300,135,3031,
18,1220,820,3951,
18,1220,820,3951,
18,1220,820,3951,
18,1220,820,3951,
15,764,473,3495,
18,1220,820,3951,
18,1220,820,3951,
18,1220,820,3951,
18,1220,820,3951,
18,1220,820,3951,
18,1220,820,3951,
18,1220,820,3951,
14,716,452,3447,
6,1220,820,3951,
6,1220,820,3951,
6,1220,820,3951,
6,1220,820,3951,
4,901,622,3632,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
2,1220,820,3951,
1,1220,820,3951,
8,1220,820,3951,
8,1220,820,3951,
8,1220,820,3951,
8,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
2,1220,820,3951,
2,1220,820,3951,
2,1220,820,3951,
2,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
1,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
0,1188,807,3919,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
1,1220,820,3951,
0,1220,820,3951,
0,1220,820,3951,
3,1311,864,4042,
3,1311,864,4042,
30,5042,2844,7773,
122,5042,2844,7773,
122,5042,2844,7773,
122,5042,2844,7773,
122,5042,2844,7773,
122,5042,2844,7773,
