F72,F54,F53,F55,F25,F26,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2632,true,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2632,true,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2632,true,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2632,true,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2632,true,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2632,true,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2632,true,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2632,true,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2632,true,
7097,org/apache/log4j,apache,org/apache/log4j/QpidCompositeRollingAppender.java,2632,true,
7108,org/apache/qpid,apache,org/apache/qpid/AMQException.java,2642,true,
7773,org/apache/qpid/protocol,apache,org/apache/qpid/protocol/AMQConstant.java,2844,true,
6079,org/apache/qpid,apache,org/apache/qpid/AMQExceptionTest.java,2065,true,
3495,org/apache/qpid/amqp_1_0/client,apache,org/apache/qpid/amqp_1_0/client/Connection.java,473,true,
3495,org/apache/qpid/amqp_1_0/client,apache,org/apache/qpid/amqp_1_0/client/Connection.java,473,true,
3951,org/apache/qpid/amqp_1_0/type/transport,apache,org/apache/qpid/amqp_1_0/type/transport/Error.java,820,true,
3951,org/apache/qpid/amqp_1_0/type/transport,apache,org/apache/qpid/amqp_1_0/type/transport/Error.java,820,true,
3951,org/apache/qpid/amqp_1_0/client,apache,org/apache/qpid/amqp_1_0/client/Receiver.java,820,true,
3951,org/apache/qpid/amqp_1_0/client,apache,org/apache/qpid/amqp_1_0/client/Receiver.java,820,true,
3951,org/apache/qpid/amqp_1_0/client,apache,org/apache/qpid/amqp_1_0/client/Receiver.java,820,true,
3951,org/apache/qpid/amqp_1_0/client,apache,org/apache/qpid/amqp_1_0/client/Sender.java,820,true,
3951,org/apache/qpid/amqp_1_0/client,apache,org/apache/qpid/amqp_1_0/client/Sender.java,820,true,
3951,org/apache/qpid/amqp_1_0/client,apache,org/apache/qpid/amqp_1_0/client/Sender.java,820,true,
3951,org/apache/qpid/amqp_1_0/client,apache,org/apache/qpid/amqp_1_0/client/Sender.java,820,true,
3951,org/apache/qpid/amqp_1_0/client,apache,org/apache/qpid/amqp_1_0/client/Sender.java,820,true,
3951,org/apache/qpid/amqp_1_0/client,apache,org/apache/qpid/amqp_1_0/client/TransactionController.java,820,true,
