F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,
34,3,93,1,8,13,5,2,0.5555555555555556,56,28,0.5,0.35294117647058826,17,0,
11,10,832,2,8,42,1,12,0.24890829694323144,328,96,0.2926829268292683,0.6363636363636364,0,1,
11,10,832,2,8,42,1,12,0.19213973799126638,328,96,0.2926829268292683,0.6363636363636364,0,1,
3,10,832,2,8,42,1,12,0.9737991266375546,328,96,0.2926829268292683,0.6666666666666666,0,1,
126,2,832,1,16,42,21,12,0.6069182389937107,137,17,0.12408759124087591,0.25396825396825395,51,0,
63,2,832,1,12,42,11,12,0.49056603773584906,137,17,0.12408759124087591,0.23809523809523808,51,1,
4,22,832,6,4,42,1,12,0.16324435318275154,584,318,0.5445205479452054,0.75,0,1,
2,22,832,6,0,42,1,12,0.2946611909650924,584,318,0.5445205479452054,1.0,0,1,
2,22,832,6,0,42,1,12,0.5616016427104723,584,318,0.5445205479452054,1.0,0,1,
26,22,832,6,0,42,7,12,0.4804928131416838,584,318,0.5445205479452054,1.0,31,1,
0,3,366,5,5,24,1,9,0.553921568627451,111,63,0.5675675675675675,1.0,0,1,
0,3,366,5,3,24,1,9,0.4166666666666667,111,63,0.5675675675675675,1.0,0,1,
9,12,366,1,3,24,1,9,0.3616666666666667,195,70,0.358974358974359,0.6111111111111112,0,0,
7,12,366,1,4,24,3,9,0.49666666666666665,195,70,0.358974358974359,0.2857142857142857,4,1,
35,6,216,1,12,6,1,1,0.9371069182389937,242,45,0.1859504132231405,0.6190476190476191,23,1,
12,8,331,2,12,26,3,12,0.625,103,42,0.4077669902912621,0.375,0,1,
19,8,331,2,12,26,3,12,0.44375,103,42,0.4077669902912621,0.23684210526315788,0,1,
0,8,331,2,17,26,1,12,0.4875,103,42,0.4077669902912621,1.0,0,1,
0,8,331,2,32,26,1,12,0.53125,103,42,0.4077669902912621,1.0,0,1,
51,6,331,5,0,26,9,12,0.9358600583090378,243,79,0.32510288065843623,1.0,0,1,
51,6,331,5,4,26,9,12,0.7988338192419825,243,79,0.32510288065843623,0.7239819004524887,0,1,
115,6,331,5,0,26,18,12,0.7638483965014577,243,79,0.32510288065843623,1.0,0,1,
51,6,331,5,0,26,9,12,0.8396501457725948,243,79,0.32510288065843623,1.0,0,1,
0,6,331,5,0,26,1,12,0.37900874635568516,243,79,0.32510288065843623,1.0,0,1,
3,6,331,5,0,26,1,12,0.3323615160349854,243,79,0.32510288065843623,1.0,0,1,
0,6,331,2,28,26,1,12,0.6274509803921569,66,26,0.3939393939393939,1.0,0,1,
