F41,F40,F43,F42,F45,F44,F140,F47,F141,F46,F142,F49,F143,F48,F126,F127,F128,F129,F50,F52,F51,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F138,F139,
70,0.07949308755760369,0,1,69,71,2185,19243,174097,0.04229756418696511,151790,828,0.03276738506651091,2962,135,0,0,135,23033,0.033762465472398785,16281,0,135,69,0.085516307995168,69,136,0,126,0,69,262,10,0.13621655505712285,161851,10061,
1520,0.6045454545454545,0,3,1517,1523,2185,19243,174097,0.21720453060168676,151790,828,0.03276738506651091,2962,398,1,0,399,23033,0.033762465472398785,16281,1,397,398,0.6045454545454545,399,1730,0,5,0,397,1735,1725,0.2210084022996376,161851,10061,
1520,0.6045454545454545,0,3,1517,1523,2185,19243,174097,0.21720453060168676,151790,828,0.03276738506651091,2962,398,1,0,399,23033,0.033762465472398785,16281,1,397,398,0.6045454545454545,399,1730,0,5,0,397,1735,1725,0.2210084022996376,161851,10061,
1520,0.6045454545454545,0,3,1517,1523,2185,19243,174097,0.21720453060168676,151790,828,0.03276738506651091,2962,398,1,0,399,23033,0.033762465472398785,16281,1,397,398,0.6045454545454545,399,1730,0,5,0,397,1735,1725,0.2210084022996376,161851,10061,
1520,0.13818181818181818,0,3,1517,1523,2185,19243,174097,0.21720453060168676,151790,828,0.03276738506651091,2962,114,0,0,114,23033,0.033762465472398785,16281,0,114,114,0.13818181818181818,114,1730,0,5,0,114,1735,1725,0.2210084022996376,161851,10061,
1520,0.13818181818181818,0,3,1517,1523,2185,19243,174097,0.21720453060168676,151790,828,0.03276738506651091,2962,114,0,0,114,23033,0.033762465472398785,16281,0,114,114,0.13818181818181818,114,1730,0,5,0,114,1735,1725,0.2210084022996376,161851,10061,
1520,0.47231450719822815,0,3,1517,1523,2185,19243,174097,0.21720453060168676,151790,828,0.03276738506651091,2962,853,0,0,853,23033,0.033762465472398785,16281,0,853,853,0.47231450719822815,853,1730,0,5,0,853,1735,1725,0.2210084022996376,161851,10061,
1520,0.47231450719822815,0,3,1517,1523,2185,19243,174097,0.21720453060168676,151790,828,0.03276738506651091,2962,853,0,0,853,23033,0.033762465472398785,16281,0,853,853,0.47231450719822815,853,1730,0,5,0,853,1735,1725,0.2210084022996376,161851,10061,
1520,0.47231450719822815,0,3,1517,1523,2185,19243,174097,0.21720453060168676,151790,828,0.03276738506651091,2962,853,0,0,853,23033,0.033762465472398785,16281,0,853,853,0.47231450719822815,853,1730,0,5,0,853,1735,1725,0.2210084022996376,161851,10061,
1520,0.47231450719822815,0,3,1517,1523,2185,19243,174097,0.21720453060168676,151790,828,0.03276738506651091,2962,853,0,0,853,23033,0.033762465472398785,16281,0,853,853,0.47231450719822815,853,1730,0,5,0,853,1735,1725,0.2210084022996376,161851,10061,
0,0.0,0,0,0,0,2185,19243,174097,0.0,151790,828,0.03276738506651091,2962,310,2,0,312,23033,0.033762465472398785,16281,0,308,0,0.01747614566974759,0,461,0,102,0,0,563,359,0.03146346406249012,161851,10061,
0,0.0,0,0,0,0,2185,19243,174097,0.0,151790,828,0.03276738506651091,2962,310,2,0,312,23033,0.033762465472398785,16281,0,308,0,0.01747614566974759,0,461,0,102,0,0,563,359,0.03146346406249012,161851,10061,
0,0.0,0,0,0,0,2185,19243,174097,0.0,151790,828,0.03276738506651091,2962,3,2,0,5,23033,0.033762465472398785,16281,0,1,0,0.05813953488372093,0,461,0,102,0,0,563,359,0.03146346406249012,161851,10061,
0,0.0,0,0,0,0,2185,19243,174097,0.0,151790,828,0.03276738506651091,2962,3,2,0,5,23033,0.033762465472398785,16281,0,1,0,0.05813953488372093,0,461,0,102,0,0,563,359,0.03146346406249012,161851,10061,
2,0.043010752688172046,0,2,0,4,2185,19243,174097,0.043010752688172046,151790,828,0.03276738506651091,2962,280,4,0,284,23033,0.033762465472398785,16281,2,276,2,0.013722723988503209,4,280,0,4,0,0,284,276,0.013722723988503209,161851,10061,
12,0.004438807863031071,0,12,0,24,2185,19243,174097,0.02454455558400945,151790,828,0.03276738506651091,2962,210,16,0,226,23033,0.033762465472398785,16281,2,194,5,0.10480777427531819,7,658,0,37,3,3,698,621,0.03856050091886756,161851,10061,
12,0.004438807863031071,0,12,0,24,2185,19243,174097,0.02454455558400945,151790,828,0.03276738506651091,2962,210,16,0,226,23033,0.033762465472398785,16281,2,194,5,0.10480777427531819,7,658,0,37,3,3,698,621,0.03856050091886756,161851,10061,
12,0.004438807863031071,0,12,0,24,2185,19243,174097,0.02454455558400945,151790,828,0.03276738506651091,2962,210,16,0,226,23033,0.033762465472398785,16281,2,194,5,0.10480777427531819,7,658,0,37,3,3,698,621,0.03856050091886756,161851,10061,
12,0.004438807863031071,0,12,0,24,2185,19243,174097,0.02454455558400945,151790,828,0.03276738506651091,2962,210,16,0,226,23033,0.033762465472398785,16281,2,194,5,0.10480777427531819,7,658,0,37,3,3,698,621,0.03856050091886756,161851,10061,
12,0.14282852564102563,0,12,0,24,2185,19243,174097,0.02454455558400945,151790,828,0.03276738506651091,2962,227,15,0,242,23033,0.033762465472398785,16281,10,212,7,0.052462223023433154,17,658,0,37,3,-3,698,621,0.03856050091886756,161851,10061,
12,0.14282852564102563,0,12,0,24,2185,19243,174097,0.02454455558400945,151790,828,0.03276738506651091,2962,227,15,0,242,23033,0.033762465472398785,16281,10,212,7,0.052462223023433154,17,658,0,37,3,-3,698,621,0.03856050091886756,161851,10061,
12,0.14282852564102563,0,12,0,24,2185,19243,174097,0.02454455558400945,151790,828,0.03276738506651091,2962,227,15,0,242,23033,0.033762465472398785,16281,10,212,7,0.052462223023433154,17,658,0,37,3,-3,698,621,0.03856050091886756,161851,10061,
12,0.14282852564102563,0,12,0,24,2185,19243,174097,0.02454455558400945,151790,828,0.03276738506651091,2962,227,15,0,242,23033,0.033762465472398785,16281,10,212,7,0.052462223023433154,17,658,0,37,3,-3,698,621,0.03856050091886756,161851,10061,
12,0.14282852564102563,0,12,0,24,2185,19243,174097,0.02454455558400945,151790,828,0.03276738506651091,2962,227,15,0,242,23033,0.033762465472398785,16281,10,212,7,0.052462223023433154,17,658,0,37,3,-3,698,621,0.03856050091886756,161851,10061,
12,0.14282852564102563,0,12,0,24,2185,19243,174097,0.02454455558400945,151790,828,0.03276738506651091,2962,227,15,0,242,23033,0.033762465472398785,16281,10,212,7,0.052462223023433154,17,658,0,37,3,-3,698,621,0.03856050091886756,161851,10061,
12,0.0,0,12,0,24,2185,19243,174097,0.02454455558400945,151790,828,0.03276738506651091,2962,148,2,3,153,23033,0.033762465472398785,16281,0,146,0,0.06152986961228585,0,658,0,37,3,0,698,621,0.03856050091886756,161851,10061,
0,0.0,0,0,0,0,2185,19243,174097,0.0,151790,828,0.03276738506651091,2962,99,0,0,99,23033,0.033762465472398785,16281,0,99,0,0.004029632041680235,0,817,0,1,0,0,818,816,0.007293543804467794,161851,10061,
