F72,F54,F53,F55,F25,F26,
1702,org/apache/hadoop/hbase/ipc,apache,org/apache/hadoop/hbase/ipc/PhoenixIndexRpcSchedulerTest.java,130,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexHalfStoreFileReader.java,50,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexHalfStoreFileReader.java,50,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexHalfStoreFileReader.java,50,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexHalfStoreFileReaderGenerator.java,50,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexHalfStoreFileReaderGenerator.java,50,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexSplitTransaction.java,50,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexSplitTransaction.java,50,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexSplitTransaction.java,50,true,
1585,org/apache/hadoop/hbase/regionserver,apache,org/apache/hadoop/hbase/regionserver/IndexSplitTransaction.java,50,true,
1977,org/apache/hadoop/hbase/regionserver/wal,apache,org/apache/hadoop/hbase/regionserver/wal/IndexedWALEditCodec.java,246,true,
1977,org/apache/hadoop/hbase/regionserver/wal,apache,org/apache/hadoop/hbase/regionserver/wal/IndexedWALEditCodec.java,246,true,
1789,org/apache/hadoop/hbase/regionserver/wal,apache,org/apache/hadoop/hbase/regionserver/wal/WALReplayWithIndexWritesAndCompressedWALIT.java,202,true,
1789,org/apache/hadoop/hbase/regionserver/wal,apache,org/apache/hadoop/hbase/regionserver/wal/WALReplayWithIndexWritesAndCompressedWALIT.java,202,true,
1977,org/apache/phoenix/arithmetic,apache,org/apache/phoenix/arithmetic/ArithmeticOperationTest.java,246,true,
1977,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/GlobalCache.java,246,true,
1977,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/GlobalCache.java,246,true,
1977,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/GlobalCache.java,246,true,
1977,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/GlobalCache.java,246,true,
1975,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/ServerCacheClient.java,246,true,
1975,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/ServerCacheClient.java,246,true,
1975,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/ServerCacheClient.java,246,true,
1975,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/ServerCacheClient.java,246,true,
1975,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/ServerCacheClient.java,246,true,
1975,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/ServerCacheClient.java,246,true,
1975,org/apache/phoenix/cache,apache,org/apache/phoenix/cache/TenantCacheImpl.java,246,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillFile.java,246,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillManager.java,246,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillManager.java,246,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillManager.java,246,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillManager.java,246,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillManager.java,246,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillManager.java,246,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillManager.java,246,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillManager.java,246,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillMap.java,246,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillMap.java,246,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillMap.java,246,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillMap.java,246,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillMap.java,246,true,
1975,org/apache/phoenix/cache/aggcache,apache,org/apache/phoenix/cache/aggcache/SpillableGroupByCache.java,246,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/CreateIndexCompiler.java,246,true,
1975,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/CreateSequenceCompiler.java,246,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/CreateTableCompiler.java,246,true,
1977,org/apache/phoenix/compile,apache,org/apache/phoenix/compile/CreateTableCompiler.java,246,true,
