F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,
-1.0,0.24,0.03648,0.21621621621621623,0.11270211833455078,-0.08,0.0011282437006393381,0.00188040616773223,2648.810810810811,-0.8461538461538461,-1.0,
-1.0,0.24,0.03648,0.21621621621621623,0.11270211833455078,-0.08,0.0011282437006393381,0.00188040616773223,2648.810810810811,-0.8461538461538461,-1.0,
-1.0,0.24,0.03648,0.21621621621621623,0.11270211833455078,-0.08,0.0011282437006393381,0.00188040616773223,2648.810810810811,-0.8461538461538461,-1.0,
-1.0,0.24,0.03648,0.21621621621621623,0.11270211833455078,-0.08,0.0011282437006393381,0.00188040616773223,2648.810810810811,-0.8461538461538461,-1.0,
-1.0,0.24,0.03648,0.21621621621621623,0.11270211833455078,-0.08,0.0011282437006393381,0.00188040616773223,2648.810810810811,-0.8461538461538461,-1.0,
-1.0,0.24,0.03648,0.21621621621621623,0.11270211833455078,-0.08,0.0011282437006393381,0.00188040616773223,2648.810810810811,-0.8461538461538461,-1.0,
-1.0,0.24,0.03648,0.21621621621621623,0.11270211833455078,-0.08,0.0011282437006393381,0.00188040616773223,2648.810810810811,-0.8461538461538461,-1.0,
-1.0,0.24,0.03648,0.21621621621621623,0.11270211833455078,-0.08,0.0011282437006393381,0.00188040616773223,2648.810810810811,-0.8461538461538461,-1.0,
-1.0,0.24,0.03648,0.21621621621621623,0.11270211833455078,-0.08,0.0011282437006393381,0.00188040616773223,2648.810810810811,-0.8461538461538461,-1.0,
-1.0,0.24,0.03648,0.21621621621621623,0.11270211833455078,-0.08,0.0011282437006393381,0.00188040616773223,2648.810810810811,-0.8461538461538461,-1.0,
-1.0,0.24,0.03648,0.21621621621621623,0.11270211833455078,-0.08,0.0011282437006393381,0.00188040616773223,2648.810810810811,-0.8461538461538461,-1.0,
0.0,0.5,0.010869565217391304,0.7241379310344828,0.7945375403431288,0.0,0.01993230537796164,0.006769462203836028,2083.9310344827586,-0.8461538461538461,1.0,
1.0,1.0,0.0,0.32081911262798635,1.0279756318942705,1.0,0.051899210229409555,0.022188792779240317,2689.071672354949,-0.8461538461538461,1.0,
0.0,0.14285714285714285,0.007202881152460984,0.3831417624521073,0.40720877829570445,-0.7142857142857143,0.011658518239939826,0.028206092515983452,1883.1379310344828,-0.8461538461538461,-1.0,
0.0,0.14285714285714285,0.007202881152460984,0.3831417624521073,0.40720877829570445,-0.7142857142857143,0.011658518239939826,0.028206092515983452,1883.1379310344828,-0.8461538461538461,-1.0,
0.0,0.14285714285714285,0.007202881152460984,0.3831417624521073,0.40720877829570445,-0.7142857142857143,0.011658518239939826,0.028206092515983452,1883.1379310344828,-0.8461538461538461,-1.0,
-1.0,0.6,0.006486486486486486,0.4658254468980021,0.5829106646297672,0.2,0.0940203083866115,0.080105302745393,2319.2502628811776,-0.8461538461538461,-1.0,
-1.0,0.11320754716981132,0.0027132864441515208,0.4658254468980021,0.5829106646297672,-0.7358490566037735,0.0940203083866115,0.080105302745393,2319.2502628811776,-0.8461538461538461,-1.0,
