0,,F72,
1,,F54,
2,,F55,
3,,F25,
6,,F65,
7,,F64,
9,,F34,
12,,F68,
13,,F101,
14,,F102,
15,,F103,
16,,F104,
17,,F105,
18,,F107,
19,,F108,
53,,F3-String,
57,,F3-Double,
58,,F3-int,
60,,F7--,
74,,F12-int,
114,,F2-File,
131,,F6-java.lang.Double,
137,,F13-public,
141,,F18-public,
142,,F14-static-final,
156,,F1-equals,
195,,F9-_stshif,
243,,F8-StyleSheet,
276,,F94,
278,,F21,
279,,F109,
280,,F20,
281,,F23,
282,,F22,
283,,F79,
284,,F111,
286,,F113,
287,,F116,
288,,F117,
289,,F118,
290,,F119,
291,,F120,
292,,F110,
294,,F122,
295,,F123,
296,,F114,
297,,F115,
298,,F61,
299,,F77,
300,,F88,
301,,F70,
302,,F41,
304,,F43,
306,,F45,
308,,F46,
309,,F126,
311,,F128,
314,,F130,
315,,F35,
316,,F131,
319,,F37,
321,,F134,
325,,F137,
326,,F83,
328,,F71-acoliver@apache.org,
329,,F71-sergey@apache.org,
330,,F71-klute@apache.org,
331,,F71-berlog@apache.org,
333,,F71-glens@apache.org,
338,,F71-jheight@apache.org,
341,,F71-bayard@apache.org,
342,,F71-josh@apache.org,
344,,F71-avik@apache.org,
347,,F74,
349,,F84,
350,,F146,
351,,category,
original feature size,352
refined feature size,76
