F41,F40,F43,F42,F45,F44,F140,F47,F141,F46,F142,F49,F143,F48,F126,F127,F128,F129,F50,F52,F51,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F138,F139,
199,0.0,0,7,192,206,21586,3086,398795,0.038842224605668906,179343,217,0.06431059679250671,1005,162,2,0,164,4308,0.005879574426080675,2081,0,160,0,0.0293558355122415,0,1751,0,232,72,0,2055,1519,0.11457396381260433,278276,98933,
199,0.0,0,7,192,206,21586,3086,398795,0.038842224605668906,179343,217,0.06431059679250671,1005,162,2,0,164,4308,0.005879574426080675,2081,0,160,0,0.0293558355122415,0,1751,0,232,72,0,2055,1519,0.11457396381260433,278276,98933,
199,0.0,0,7,192,206,21586,3086,398795,0.038842224605668906,179343,217,0.06431059679250671,1005,162,2,0,164,4308,0.005879574426080675,2081,0,160,0,0.0293558355122415,0,1751,0,232,72,0,2055,1519,0.11457396381260433,278276,98933,
199,0.0,0,7,192,206,21586,3086,398795,0.038842224605668906,179343,217,0.06431059679250671,1005,162,2,0,164,4308,0.005879574426080675,2081,0,160,0,0.0293558355122415,0,1751,0,232,72,0,2055,1519,0.11457396381260433,278276,98933,
199,0.0,0,7,192,206,21586,3086,398795,0.038842224605668906,179343,217,0.06431059679250671,1005,162,2,0,164,4308,0.005879574426080675,2081,0,160,0,0.0293558355122415,0,1751,0,232,72,0,2055,1519,0.11457396381260433,278276,98933,
199,0.0,0,7,192,206,21586,3086,398795,0.038842224605668906,179343,217,0.06431059679250671,1005,162,2,0,164,4308,0.005879574426080675,2081,0,160,0,0.0293558355122415,0,1751,0,232,72,0,2055,1519,0.11457396381260433,278276,98933,
199,0.0,0,7,192,206,21586,3086,398795,0.038842224605668906,179343,217,0.06431059679250671,1005,162,2,0,164,4308,0.005879574426080675,2081,0,160,0,0.0293558355122415,0,1751,0,232,72,0,2055,1519,0.11457396381260433,278276,98933,
199,0.0,0,7,192,206,21586,3086,398795,0.038842224605668906,179343,217,0.06431059679250671,1005,162,2,0,164,4308,0.005879574426080675,2081,0,160,0,0.0293558355122415,0,1751,0,232,72,0,2055,1519,0.11457396381260433,278276,98933,
199,0.0,0,7,192,206,21586,3086,398795,0.038842224605668906,179343,217,0.06431059679250671,1005,162,2,0,164,4308,0.005879574426080675,2081,0,160,0,0.0293558355122415,0,1751,0,232,72,0,2055,1519,0.11457396381260433,278276,98933,
199,0.0,0,7,192,206,21586,3086,398795,0.038842224605668906,179343,217,0.06431059679250671,1005,162,2,0,164,4308,0.005879574426080675,2081,0,160,0,0.0293558355122415,0,1751,0,232,72,0,2055,1519,0.11457396381260433,278276,98933,
199,0.0,0,7,192,206,21586,3086,398795,0.038842224605668906,179343,217,0.06431059679250671,1005,162,2,0,164,4308,0.005879574426080675,2081,0,160,0,0.0293558355122415,0,1751,0,232,72,0,2055,1519,0.11457396381260433,278276,98933,
199,0.6197183098591549,0,7,192,206,21586,3086,398795,0.038842224605668906,179343,217,0.06431059679250671,1005,44,0,0,44,4308,0.005879574426080675,2081,0,44,44,0.6197183098591549,44,1751,0,232,72,44,2055,1519,0.11457396381260433,278276,98933,
199,0.0,0,7,192,206,21586,3086,398795,0.038842224605668906,179343,217,0.06431059679250671,1005,273,50,41,364,4308,0.005879574426080675,2081,0,223,0,0.18340966837183728,0,1751,0,232,72,0,2055,1519,0.11457396381260433,278276,98933,
