F61,F77,F88,F70,
3,1842,1409,5266,
3,1842,1409,5266,
3,1842,1409,5266,
1,1160,855,4584,
3,1842,1409,5266,
3,1842,1409,5266,
3,1842,1409,5266,
3,1842,1409,5266,
3,1842,1409,5266,
3,1842,1409,5266,
3,1842,1409,5266,
0,19,5,3443,
13,1904,1455,5328,
10,2097,1614,5521,
10,2097,1614,5521,
10,2097,1614,5521,
0,350,536,3774,
4,3310,2111,6734,
4,3310,2111,6734,
4,3310,2111,6734,
4,3310,2111,6734,
7,1866,1421,5290,
7,1866,1421,5290,
10,1893,1443,5317,
10,1893,1443,5317,
10,1893,1443,5317,
6,661,703,4085,
4,1970,1503,5394,
5,3953,3370,7377,
2,1970,1503,5394,
3,1970,1503,5394,
9,3953,3370,7377,
3,1970,1503,5394,
3,1970,1503,5394,
9,3953,3370,7377,
9,3953,3370,7377,
3,1970,1503,5394,
6,3844,2982,7268,
6,3844,2982,7268,
6,3844,2982,7268,
6,3844,2982,7268,
3,3327,2135,6751,
3,3327,2135,6751,
8,3953,3370,7377,
5,3846,2984,7270,
5,3846,2984,7270,
5,3846,2984,7270,
5,3846,2984,7270,
5,3846,2984,7270,
5,3846,2984,7270,
5,3846,2984,7270,
5,3846,2984,7270,
5,3953,3370,7377,
10,3953,3370,7377,
10,3953,3370,7377,
10,3953,3370,7377,
10,3953,3370,7377,
10,3953,3370,7377,
10,3953,3370,7377,
6,3953,3370,7377,
6,3953,3370,7377,
6,3953,3370,7377,
6,3953,3370,7377,
6,3953,3370,7377,
6,3953,3370,7377,
2,1970,1503,5394,
2,1970,1503,5394,
2,1970,1503,5394,
2,1970,1503,5394,
5,3953,3370,7377,
5,3953,3370,7377,
12,3953,3370,7377,
3,1970,1503,5394,
3,1970,1503,5394,
3,3953,3370,7377,
3,3953,3370,7377,
3,3953,3370,7377,
2,1914,1472,5338,
5,2831,1888,6255,
2,1914,1472,5338,
7,3327,2135,6751,
3,1970,1503,5394,
3,1970,1503,5394,
6,3327,2135,6751,
3,1970,1503,5394,
7,3953,3370,7377,
7,3953,3370,7377,
8,3953,3370,7377,
8,3953,3370,7377,
8,3953,3370,7377,
8,3953,3370,7377,
2,1914,1472,5338,
6,2831,1888,6255,
6,2831,1888,6255,
6,2831,1888,6255,
6,2831,1888,6255,
6,2831,1888,6255,
6,2831,1888,6255,
6,2831,1888,6255,
11,3953,3370,7377,
8,3953,3370,7377,
8,3953,3370,7377,
9,5088,4124,8512,
1,3825,2967,7249,
6,4708,4063,8132,
9,5088,4124,8512,
9,5088,4124,8512,
0,1610,1264,5034,
31,5253,4169,8677,
31,5253,4169,8677,
21,5253,4169,8677,
21,5253,4169,8677,
21,5253,4169,8677,
4,1589,1253,5013,
4,1589,1253,5013,
4,4596,4015,8020,
4,4596,4015,8020,
4,4596,4015,8020,
4,4596,4015,8020,
6,5203,4145,8627,
6,5203,4145,8627,
6,5203,4145,8627,
6,5203,4145,8627,
5,5203,4145,8627,
