F61,F77,F88,F70,
23,5032,2904,7096,
13,3118,1931,5182,
22,5027,2903,7091,
22,5027,2903,7091,
10,3115,1931,5179,
23,5032,2904,7096,
23,5032,2904,7096,
23,5032,2904,7096,
23,5032,2904,7096,
23,5032,2904,7096,
2,1132,548,3196,
2,1132,548,3196,
8,4016,2337,6080,
19,5709,3115,7773,
4,4015,2337,6079,
3,621,253,2685,
1,1887,1091,3951,
1,1887,1091,3951,
16,1887,1091,3951,
16,1887,1091,3951,
16,1887,1091,3951,
11,1887,1091,3951,
6,1146,552,3210,
11,1887,1091,3951,
11,1887,1091,3951,
11,1887,1091,3951,
2,1887,1091,3951,
5,1030,446,3094,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
1,1887,1091,3951,
4,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
8,1887,1091,3951,
7,1572,895,3636,
7,1572,895,3636,
8,1887,1091,3951,
8,1887,1091,3951,
8,1887,1091,3951,
8,1887,1091,3951,
6,1887,1091,3951,
6,1887,1091,3951,
6,1887,1091,3951,
6,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
4,1887,1091,3951,
0,517,231,2581,
8,1018,442,3082,
21,1887,1091,3951,
21,1887,1091,3951,
21,1887,1091,3951,
21,1887,1091,3951,
10,1022,442,3086,
24,1577,903,3641,
2,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
18,1887,1091,3951,
1,393,200,2457,
1,393,200,2457,
8,1887,1091,3951,
8,1887,1091,3951,
8,1887,1091,3951,
8,1887,1091,3951,
8,1887,1091,3951,
8,1887,1091,3951,
8,1887,1091,3951,
8,1887,1091,3951,
8,1887,1091,3951,
8,1887,1091,3951,
8,1887,1091,3951,
8,1887,1091,3951,
8,1887,1091,3951,
8,1887,1091,3951,
12,1308,686,3372,
2,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
3,1887,1091,3951,
1,1307,686,3371,
3,1887,1091,3951,
0,408,206,2472,
0,408,206,2472,
0,408,206,2472,
0,408,206,2472,
0,408,206,2472,
0,408,206,2472,
0,408,206,2472,
0,408,206,2472,
0,408,206,2472,
0,408,206,2472,
0,408,206,2472,
0,408,206,2472,
0,408,206,2472,
0,408,206,2472,
0,408,206,2472,
0,408,206,2472,
0,408,206,2472,
0,408,206,2472,
0,408,206,2472,
0,408,206,2472,
3,1887,1091,3951,
3,1887,1091,3951,
3,1887,1091,3951,
3,1887,1091,3951,
0,1887,1091,3951,
26,1431,744,3495,
29,1887,1091,3951,
29,1887,1091,3951,
12,854,354,2918,
26,1431,744,3495,
29,1887,1091,3951,
15,967,406,3031,
29,1887,1091,3951,
29,1887,1091,3951,
29,1887,1091,3951,
29,1887,1091,3951,
26,1431,744,3495,
29,1887,1091,3951,
29,1887,1091,3951,
29,1887,1091,3951,
29,1887,1091,3951,
29,1887,1091,3951,
29,1887,1091,3951,
25,1383,723,3447,
8,630,253,2694,
29,1887,1091,3951,
7,1887,1091,3951,
7,1887,1091,3951,
7,1887,1091,3951,
7,1887,1091,3951,
5,1568,893,3632,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
4,1887,1091,3951,
1,1887,1091,3951,
15,1887,1091,3951,
15,1887,1091,3951,
15,1887,1091,3951,
15,1887,1091,3951,
1,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
1,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
2,1887,1091,3951,
2,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
1,1887,1091,3951,
0,1887,1091,3951,
0,1887,1091,3951,
6,1978,1135,4042,
6,1978,1135,4042,
33,5709,3115,7773,
12,495,227,2559,
136,5709,3115,7773,
136,5709,3115,7773,
70,4803,2753,6867,
71,4809,2759,6873,
10,1095,534,3159,
25,5709,3115,7773,
25,5709,3115,7773,
25,5709,3115,7773,
27,5709,3115,7773,
3,2176,1223,4240,
18,2176,1223,4240,
39,4482,2590,6546,
54,5709,3115,7773,
12,5709,3115,7773,
4,2071,1157,4135,
13,5368,3023,7432,
13,4808,2758,6872,
13,4808,2758,6872,
0,2076,1160,4140,
0,2076,1160,4140,
108,3270,2013,5334,
108,3270,2013,5334,
238,5709,3115,7773,
2,94,47,2158,
26,1625,942,3689,
34,2005,1142,4069,
8,943,400,3007,
150,4382,2521,6446,
13,2263,1296,4327,
13,2263,1296,4327,
13,2263,1296,4327,
13,2263,1296,4327,
13,2263,1296,4327,
13,2263,1296,4327,
13,2263,1296,4327,
13,2263,1296,4327,
10,456,221,2520,
64,4796,2751,6860,
10,456,221,2520,
17,1613,932,3677,
67,4818,2765,6882,
58,4414,2533,6478,
67,4818,2765,6882,
2,1232,622,3296,
4,2071,1157,4135,
7,5397,3027,7461,
14,5709,3115,7773,
35,5709,3115,7773,
9,5709,3115,7773,
4,5193,2984,7257,
4,1911,1115,3975,
4,1911,1115,3975,
4,1911,1115,3975,
4,1911,1115,3975,
98,5709,3115,7773,
98,5709,3115,7773,
100,4816,2763,6880,
13,2176,1223,4240,
59,5709,3115,7773,
59,5709,3115,7773,
3,2501,1516,4565,
7,1536,856,3600,
2,1911,1115,3975,
2,1911,1115,3975,
2,1911,1115,3975,
7,1616,935,3680,
7,1616,935,3680,
14,2220,1258,4284,
11,1771,1037,3835,
10,1770,1037,3834,
14,2220,1258,4284,
21,5709,3115,7773,
4,4976,2864,7040,
0,2055,1153,4119,
4,4414,2533,6478,
2,3191,1982,5255,
4,4414,2533,6478,
11,4414,2533,6478,
13,1982,1136,4046,
13,1982,1136,4046,
50,4202,2427,6266,
26,2377,1374,4441,
50,4202,2427,6266,
26,2377,1374,4441,
49,4192,2426,6256,
50,4202,2427,6266,
18,4202,2427,6266,
18,4202,2427,6266,
18,4202,2427,6266,
18,4202,2427,6266,
1,1586,914,3650,
1,1586,914,3650,
1,1586,914,3650,
1,1586,914,3650,
1,1586,914,3650,
1,1586,914,3650,
1,1586,914,3650,
0,1585,914,3649,
0,438,216,2502,
34,5709,3115,7773,
5,2667,1691,4731,
16,5212,2988,7276,
10,4976,2864,7040,
10,4976,2864,7040,
10,4976,2864,7040,
10,4976,2864,7040,
10,4976,2864,7040,
10,4976,2864,7040,
10,4976,2864,7040,
0,3056,1882,5120,
3,3056,1882,5120,
6,2108,1175,4172,
10,2212,1248,4276,
10,2212,1248,4276,
6,2108,1175,4172,
10,2212,1248,4276,
10,2212,1248,4276,
10,2212,1248,4276,
59,4976,2864,7040,
82,5709,3115,7773,
10,555,236,2619,
29,2362,1363,4426,
14,1542,856,3606,
