F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,
10,10,MT_CORRECTNESS,0.005929919137466307,JLM_JSR166_UTILCONCURRENT_MONITORENTER,8,2,1,0.004559963520291838,0.004559963520291838,4.5599635202918376E-4,
10,10,STYLE,0.012398921832884097,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,13,2,2,0.004559963520291838,0.004559963520291838,9.119927040583675E-4,
10,10,STYLE,0.02425876010781671,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,2,0.004559963520291838,0.004559963520291838,9.119927040583675E-4,
10,10,STYLE,0.02425876010781671,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,2,0.004559963520291838,0.004559963520291838,9.119927040583675E-4,
10,10,STYLE,0.02425876010781671,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,2,0.004559963520291838,0.004559963520291838,9.119927040583675E-4,
10,10,BAD_PRACTICE,0.05444743935309973,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.004559963520291838,0.004559963520291838,4.5599635202918376E-4,
10,10,BAD_PRACTICE,0.05444743935309973,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.004559963520291838,0.004559963520291838,4.5599635202918376E-4,
10,10,BAD_PRACTICE,0.05444743935309973,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.004559963520291838,0.004559963520291838,4.5599635202918376E-4,
10,10,BAD_PRACTICE,0.05444743935309973,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.004559963520291838,0.004559963520291838,4.5599635202918376E-4,
10,10,MT_CORRECTNESS,0.005929919137466307,JLM_JSR166_UTILCONCURRENT_MONITORENTER,8,2,1,0.004559963520291838,0.004559963520291838,4.5599635202918376E-4,
114,0,BAD_PRACTICE,0.004851752021563342,SE_BAD_FIELD,19,3,0,0.05198358413132695,0.0,0.0,
114,0,BAD_PRACTICE,0.004851752021563342,SE_BAD_FIELD,19,3,0,0.05198358413132695,0.0,0.0,
5,2,STYLE,0.03018867924528302,REC_CATCH_EXCEPTION,20,3,1,0.002279981760145919,9.119927040583675E-4,4.5599635202918376E-4,
0,0,BAD_PRACTICE,0.004851752021563342,SE_BAD_FIELD,19,3,0,0.0,0.0,0.0,
