F72,F54,F53,F55,F25,F26,
8967,org/apache/log4j,apache,org/apache/log4j/BasicConfigurationFactory.java,1509,true,
8794,org/apache/log4j,apache,org/apache/log4j/Level.java,875,true,
8794,org/apache/log4j,apache,org/apache/log4j/Level.java,875,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,567,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,567,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,567,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,567,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,567,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,567,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,567,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,567,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,567,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,567,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,567,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,567,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,567,true,
8186,org/apache/log4j,apache,org/apache/log4j/LevelTest.java,567,true,
8186,org/apache/log4j,apache,org/apache/log4j/LoggerTest.java,567,true,
7899,org/apache/log4j,apache,org/apache/log4j/LoggingTest.java,421,true,
7899,org/apache/log4j,apache,org/apache/log4j/LoggingTest.java,421,true,
7392,org/apache/log4j,apache,org/apache/log4j/Priority.java,308,true,
7392,org/apache/log4j,apache,org/apache/log4j/Priority.java,308,true,
7383,org/apache/log4j,apache,org/apache/log4j/VelocityTest.java,308,true,
8967,org/apache/log4j/util,apache,org/apache/log4j/util/SerializationTestHelper.java,1509,true,
8967,org/apache/log4j/util,apache,org/apache/log4j/util/SerializationTestHelper.java,1509,true,
8967,org/apache/log4j/util,apache,org/apache/log4j/util/SerializationTestHelper.java,1509,true,
8967,org/apache/log4j/util,apache,org/apache/log4j/util/SerializationTestHelper.java,1509,true,
6531,org/apache/log4j/util,apache,org/apache/log4j/util/StringsTest.java,48,true,
8151,org/apache/logging/dumbster/smtp,apache,org/apache/logging/dumbster/smtp/SimpleSmtpServer.java,547,true,
8151,org/apache/logging/dumbster/smtp,apache,org/apache/logging/dumbster/smtp/SimpleSmtpServer.java,547,true,
8151,org/apache/logging/dumbster/smtp,apache,org/apache/logging/dumbster/smtp/SimpleSmtpServer.java,547,true,
8151,org/apache/logging/dumbster/smtp,apache,org/apache/logging/dumbster/smtp/SimpleSmtpServer.java,547,true,
8151,org/apache/logging/dumbster/smtp,apache,org/apache/logging/dumbster/smtp/SimpleSmtpServer.java,547,true,
8151,org/apache/logging/dumbster/smtp,apache,org/apache/logging/dumbster/smtp/SimpleSmtpServer.java,547,true,
8151,org/apache/logging/dumbster/smtp,apache,org/apache/logging/dumbster/smtp/SimpleSmtpServer.java,547,true,
8151,org/apache/logging/dumbster/smtp,apache,org/apache/logging/dumbster/smtp/SimpleSmtpServer.java,547,true,
7397,org/apache/logging/dumbster/smtp,apache,org/apache/logging/dumbster/smtp/SmtpRequest.java,308,true,
8647,org/apache/logging/log4j,apache,org/apache/logging/log4j/AbstractLoggerTest.java,643,true,
8647,org/apache/logging/log4j,apache,org/apache/logging/log4j/AbstractLoggerTest.java,643,true,
8647,org/apache/logging/log4j,apache,org/apache/logging/log4j/AbstractLoggerTest.java,643,true,
8647,org/apache/logging/log4j,apache,org/apache/logging/log4j/AbstractLoggerTest.java,643,true,
