F61,F77,F88,F70,
0,38,22,8186,
10,819,964,8967,
0,38,22,8186,
5,819,964,8967,
6,819,964,8967,
6,819,964,8967,
6,819,964,8967,
6,819,964,8967,
6,819,964,8967,
6,819,964,8967,
6,819,964,8967,
6,819,964,8967,
6,819,964,8967,
6,819,964,8967,
6,819,964,8967,
6,819,964,8967,
6,819,964,8967,
6,819,964,8967,
6,819,964,8967,
0,38,22,8186,
12,819,964,8967,
10,819,964,8967,
10,819,964,8967,
10,819,964,8967,
0,38,22,8186,
5,819,964,8967,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,3,1,8151,
0,3,1,8151,
0,3,1,8151,
0,3,1,8151,
0,3,1,8151,
0,3,1,8151,
0,3,1,8151,
0,3,1,8151,
0,3,1,8151,
0,3,1,8151,
3,499,97,8647,
3,499,97,8647,
3,499,97,8647,
3,499,97,8647,
3,499,97,8647,
3,499,97,8647,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
8,751,508,8899,
8,751,508,8899,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
7,721,448,8869,
0,38,22,8186,
0,38,22,8186,
0,24,20,8172,
2,38,22,8186,
2,38,22,8186,
2,38,22,8186,
16,733,460,8881,
16,733,460,8881,
10,781,694,8929,
10,781,694,8929,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
1,69,33,8217,
1,69,33,8217,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
2,471,88,8619,
2,471,88,8619,
2,300,78,8448,
2,300,78,8448,
0,7,5,8155,
11,820,964,8968,
0,38,22,8186,
11,820,964,8968,
2,181,59,8329,
2,181,59,8329,
2,181,59,8329,
29,820,964,8968,
29,820,964,8968,
33,820,964,8968,
33,820,964,8968,
17,733,460,8881,
17,733,460,8881,
8,262,61,8410,
20,758,562,8906,
20,758,562,8906,
2,11,13,8159,
1,10,9,8158,
11,781,694,8929,
11,781,694,8929,
11,781,694,8929,
11,781,694,8929,
10,751,508,8899,
8,733,460,8881,
8,733,460,8881,
7,820,964,8968,
7,820,964,8968,
0,38,22,8186,
0,38,22,8186,
2,625,240,8773,
3,626,246,8774,
9,820,964,8968,
2,503,99,8651,
2,503,99,8651,
2,503,99,8651,
0,38,22,8186,
4,521,106,8669,
4,521,106,8669,
2,74,39,8222,
0,38,22,8186,
1,38,22,8186,
2,74,39,8222,
15,716,442,8864,
12,716,442,8864,
14,781,694,8929,
0,38,22,8186,
0,38,22,8186,
0,38,22,8186,
12,781,694,8929,
18,781,694,8929,
19,781,694,8929,
1,88,45,8236,
19,781,694,8929,
0,8,6,8156,
0,8,6,8156,
10,764,582,8912,
10,764,582,8912,
10,764,582,8912,
0,38,22,8186,
10,764,582,8912,
14,764,582,8912,
13,764,582,8912,
13,764,582,8912,
1,38,22,8186,
